target_id	gene_name	qval	log2fc	final_annotation	final_annotation.y	direction
ENSMUSG00000039765	Cc2d2a	4.61E-06	-1.058376418	protein_coding	protein_coding	Downregulated
ENSMUSG00000063810	Alms1	0.000868709	-1.058033596	protein_coding	protein_coding	Downregulated
ENSMUSG00000030946	Lhpp	0.004208504	-1.058012514	protein_coding	protein_coding	Downregulated
ENSMUSG00000033222	Ttf2	1.80E-05	-1.057027208	protein_coding	protein_coding	Downregulated
ENSMUSG00000032076	Cadm1	0.022949612	-1.056982294	protein_coding	protein_coding	Downregulated
ENSMUSG00000031355	Arhgap6	0.001078398	-1.056900281	protein_coding	protein_coding	Downregulated
ENSMUSG00000024056	Ndc80	0.000281268	-1.056438855	protein_coding	protein_coding	Downregulated
ENSMUSG00000034528	Hsd17b13	0.029624336	-1.055881105	protein_coding	protein_coding	Downregulated
ENSMUSG00000044066	Cep68	7.26E-09	-1.055594504	protein_coding	protein_coding	Downregulated
ENSMUSG00000020131	Pcsk4	0.002834777	-1.054273082	protein_coding	protein_coding	Downregulated
ENSMUSG00000055296	Tmem245	1.31E-05	-1.053946737	protein_coding	protein_coding	Downregulated
ENSMUSG00000057406	Whsc1	1.34E-07	-1.053839684	protein_coding	protein_coding	Downregulated
ENSMUSG00000103067	Gm30414	0.024018243	-1.053567377	lincRNA	lincRNA	Downregulated
ENSMUSG00000024151	Msh2	2.44E-05	-1.053320392	protein_coding	protein_coding	Downregulated
ENSMUSG00000041168	Lonp1	0.001309203	-1.052973871	protein_coding	protein_coding	Downregulated
ENSMUSG00000046589	Lrrc8e	0.047802262	-1.052293006	protein_coding	protein_coding	Downregulated
ENSMUSG00000037216	Lipt1	0.009302221	-1.049748666	protein_coding	protein_coding	Downregulated
ENSMUSG00000034177	Rnf43	1.02E-06	-1.046045506	protein_coding	protein_coding	Downregulated
ENSMUSG00000024074	Crim1	1.11E-09	-1.045825117	protein_coding	protein_coding	Downregulated
ENSMUSG00000062867	Impdh2	9.06E-09	-1.045677279	protein_coding	protein_coding	Downregulated
ENSMUSG00000025602	Zfp202	0.007470904	-1.044622737	protein_coding	protein_coding	Downregulated
ENSMUSG00000027342	Pcna	1.05E-09	-1.044265471	protein_coding	protein_coding	Downregulated
ENSMUSG00000049907	Rasl11b	0.028406214	-1.039329508	protein_coding	protein_coding	Downregulated
ENSMUSG00000035351	Nup37	7.65E-06	-1.038739476	protein_coding	protein_coding	Downregulated
ENSMUSG00000022881	Rfc4	2.07E-07	-1.037844447	protein_coding	protein_coding	Downregulated
ENSMUSG00000046352	Gjb2	2.10E-09	-1.036614654	protein_coding	protein_coding	Downregulated
ENSMUSG00000022003	Slc25a30	3.73E-05	-1.034298011	protein_coding	protein_coding	Downregulated
ENSMUSG00000031173	Otc	9.43E-08	-1.033837293	protein_coding	protein_coding	Downregulated
ENSMUSG00000021952	Xpo4	3.33E-06	-1.03270473	protein_coding	protein_coding	Downregulated
ENSMUSG00000022479	Vdr	2.54E-05	-1.03153955	protein_coding	protein_coding	Downregulated
ENSMUSG00000021115	Vrk1	6.13E-08	-1.030829247	protein_coding	protein_coding	Downregulated
ENSMUSG00000032289	Thsd4	5.09E-05	-1.029128327	protein_coding	protein_coding	Downregulated
ENSMUSG00000035439	Haus8	0.000219404	-1.028093929	protein_coding	protein_coding	Downregulated
ENSMUSG00000025747	Tyms	2.06E-05	-1.027699379	protein_coding	protein_coding	Downregulated
ENSMUSG00000049313	Sorl1	0.000189477	-1.026875488	protein_coding	protein_coding	Downregulated
ENSMUSG00000026281	Dtymk	0.002869912	-1.025902208	protein_coding	protein_coding	Downregulated
ENSMUSG00000028560	Usp1	4.64E-06	-1.025240715	protein_coding	protein_coding	Downregulated
ENSMUSG00000038005	Hpf1	1.63E-07	-1.022594817	protein_coding	protein_coding	Downregulated
ENSMUSG00000032558	Nphp3	0.015779769	-1.02085547	protein_coding	protein_coding	Downregulated
ENSMUSG00000037643	Prkci	3.85E-07	-1.02085513	protein_coding	protein_coding	Downregulated
ENSMUSG00000041688	Amot	1.75E-05	-1.020576486	protein_coding	protein_coding	Downregulated
ENSMUSG00000062070	Pgk1	0.01883338	-1.020472316	protein_coding	protein_coding	Downregulated
ENSMUSG00000020472	Zkscan17	2.97E-06	-1.019399671	protein_coding	protein_coding	Downregulated
ENSMUSG00000020424	Gatsl3	0.016263541	-1.017404917	protein_coding	protein_coding	Downregulated
ENSMUSG00000028403	Zdhhc21	0.002315276	-1.016524682	protein_coding	protein_coding	Downregulated
ENSMUSG00000021509	Slc25a48	0.035048279	-1.016120809	protein_coding	protein_coding	Downregulated
ENSMUSG00000027420	Bfsp1	0.004402728	-1.015310815	protein_coding	protein_coding	Downregulated
ENSMUSG00000042462	Dctpp1	1.69E-06	-1.014527996	protein_coding	protein_coding	Downregulated
ENSMUSG00000005533	Igf1r	0.002066921	-1.014261582	protein_coding	protein_coding	Downregulated
ENSMUSG00000041995	Zbed3	4.05E-06	-1.014062926	protein_coding	protein_coding	Downregulated
ENSMUSG00000026565	Pou2f1	0.006098927	-1.013923562	protein_coding	protein_coding	Downregulated
ENSMUSG00000073647	Gm10557	0.028612592	-1.013887926	other	other	Downregulated
ENSMUSG00000071547	Nt5dc2	2.83E-05	-1.013779373	protein_coding	protein_coding	Downregulated
ENSMUSG00000044340	Phlpp1	0.0016155	-1.013725289	protein_coding	protein_coding	Downregulated
ENSMUSG00000020741	Cluh	5.82E-09	-1.013500226	protein_coding	protein_coding	Downregulated
ENSMUSG00000037275	Gemin5	3.50E-09	-1.012517191	protein_coding	protein_coding	Downregulated
ENSMUSG00000032254	Kif23	1.34E-06	-1.012482397	protein_coding	protein_coding	Downregulated
ENSMUSG00000025464	Paox	0.0011477	-1.011900001	protein_coding	protein_coding	Downregulated
ENSMUSG00000020256	Aldh1l2	9.40E-05	-1.011346425	protein_coding	protein_coding	Downregulated
ENSMUSG00000038126	Mphosph9	0.002801457	-1.010541063	protein_coding	protein_coding	Downregulated
ENSMUSG00000039200	Atf7ip2	0.041293611	-1.010139548	protein_coding	protein_coding	Downregulated
MSTRG.51264	MSTRG.51264	0.020342256	-1.010124275	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000020814	Mxra7	0.046662688	-1.010092664	protein_coding	protein_coding	Downregulated
ENSMUSG00000037313	Tacc3	1.52E-08	-1.008740837	protein_coding	protein_coding	Downregulated
ENSMUSG00000028018	Gstcd	9.33E-07	-1.008231812	protein_coding	protein_coding	Downregulated
ENSMUSG00000012350	Ehf	0.000558782	-1.00772172	protein_coding	protein_coding	Downregulated
ENSMUSG00000090626	Tex9	0.033228499	-1.007319997	protein_coding	protein_coding	Downregulated
ENSMUSG00000033411	Ctdspl2	7.46E-08	-1.006874696	protein_coding	protein_coding	Downregulated
ENSMUSG00000006587	Snai3	0.001745078	-1.00679438	protein_coding	protein_coding	Downregulated
ENSMUSG00000031730	Dhodh	1.60E-05	-1.005865214	protein_coding	protein_coding	Downregulated
ENSMUSG00000026558	Uck2	1.14E-08	-1.00578658	protein_coding	protein_coding	Downregulated
ENSMUSG00000058006	Mdn1	0.001767014	-1.005612848	protein_coding	protein_coding	Downregulated
ENSMUSG00000044201	Cdc25c	1.51E-06	-1.004952963	protein_coding	protein_coding	Downregulated
ENSMUSG00000034317	Trim59	0.005168293	-1.00484842	protein_coding	protein_coding	Downregulated
ENSMUSG00000111394	RP23-320D23.6	1.93E-05	-1.004814746	other	other	Downregulated
mmu-miR-130a-3p	mmu-miR-130a-3p	0.0145	-1.004474012	miRNA	NA	Downregulated
ENSMUSG00000064090	Vrk2	0.000100694	-1.00316724	protein_coding	protein_coding	Downregulated
ENSMUSG00000095567	Noc2l	6.59E-08	-1.001114474	protein_coding	protein_coding	Downregulated
ENSMUSG00000101031	Ms4a12	3.33E-06	1.000610499	protein_coding	protein_coding	Upregulated
ENSMUSG00000071203	Naip5	4.32E-09	1.00100992	protein_coding	protein_coding	Upregulated
ENSMUSG00000047473	Zfp30	0.014327414	1.003289973	protein_coding	protein_coding	Upregulated
ENSMUSG00000017466	Timp2	0.033512576	1.003396895	protein_coding	protein_coding	Upregulated
ENSMUSG00000030275	Etnk1	1.02E-06	1.004584008	protein_coding	protein_coding	Upregulated
ENSMUSG00000045871	Slitrk6	0.022051231	1.00524508	protein_coding	protein_coding	Upregulated
ENSMUSG00000019761	Krt10	0.003591127	1.005392485	protein_coding	protein_coding	Upregulated
ENSMUSG00000026131	Dst	0.00112034	1.005828859	protein_coding	protein_coding	Upregulated
ENSMUSG00000039461	Tcta	2.38E-06	1.007481083	protein_coding	protein_coding	Upregulated
ENSMUSG00000027346	Gpcpd1	3.90E-07	1.008568693	protein_coding	protein_coding	Upregulated
ENSMUSG00000073889	Il11ra1	2.67E-05	1.008739984	protein_coding	protein_coding	Upregulated
ENSMUSG00000108084	Gm7932	0.011983809	1.009004407	lincRNA	lincRNA	Upregulated
ENSMUSG00000019302	Atp6v0a1	0.000145865	1.009501388	protein_coding	protein_coding	Upregulated
ENSMUSG00000027808	Serp1	1.27E-07	1.011169363	protein_coding	protein_coding	Upregulated
ENSMUSG00000036989	Trim3	6.15E-05	1.012693557	protein_coding	protein_coding	Upregulated
ENSMUSG00000028737	Aldh4a1	5.07E-07	1.0130052	protein_coding	protein_coding	Upregulated
ENSMUSG00000040462	Os9	1.80E-08	1.013628487	protein_coding	protein_coding	Upregulated
ENSMUSG00000032417	Rwdd2a	0.005716144	1.013894246	protein_coding	protein_coding	Upregulated
ENSMUSG00000110206	Flt3l	0.018911446	1.014366382	protein_coding	protein_coding	Upregulated
ENSMUSG00000024777	Ppp2r5b	5.47E-05	1.014531522	protein_coding	protein_coding	Upregulated
ENSMUSG00000032489	Kif9	0.043235057	1.015073242	protein_coding	protein_coding	Upregulated
ENSMUSG00000038039	Gcc2	8.01E-08	1.015238125	protein_coding	protein_coding	Upregulated
ENSMUSG00000030287	Itpr2	0.003258451	1.015360483	protein_coding	protein_coding	Upregulated
ENSMUSG00000053137	Mapk11	0.000920886	1.016275217	protein_coding	protein_coding	Upregulated
ENSMUSG00000027822	Slc33a1	3.03E-09	1.017049677	protein_coding	protein_coding	Upregulated
ENSMUSG00000042712	Wbp5	0.005352599	1.017107324	protein_coding	protein_coding	Upregulated
ENSMUSG00000031778	Cx3cl1	3.23E-05	1.018631702	protein_coding	protein_coding	Upregulated
ENSMUSG00000091575	2010016I18Rik	0.049614082	1.021496734	other	other	Upregulated
ENSMUSG00000028019	Pdgfc	0.021477867	1.021983335	protein_coding	protein_coding	Upregulated
ENSMUSG00000038648	Creb3l2	0.000180863	1.021989935	protein_coding	protein_coding	Upregulated
ENSMUSG00000021136	Smoc1	0.001619571	1.022977441	protein_coding	protein_coding	Upregulated
ENSMUSG00000024423	Impact	0.000633565	1.023373781	protein_coding	protein_coding	Upregulated
MSTRG.32117	MSTRG.32117	0.018406047	1.023867487	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000052331	Ankrd44	0.000378851	1.024843662	protein_coding	protein_coding	Upregulated
ENSMUSG00000019188	H13	1.78E-09	1.025560043	protein_coding	protein_coding	Upregulated
ENSMUSG00000056724	Nbeal2	2.39E-06	1.026615595	protein_coding	protein_coding	Upregulated
ENSMUSG00000032932	Hspa13	1.10E-05	1.027861037	protein_coding	protein_coding	Upregulated
ENSMUSG00000066258	Trim12a	0.001120218	1.028759825	protein_coding	protein_coding	Upregulated
mmu-miR-101c	mmu-miR-101c	0.0386	1.029510079	miRNA	NA	Upregulated
mmu-miR-101a-3p	mmu-miR-101a-3p	0.0386	1.029513983	miRNA	NA	Upregulated
ENSMUSG00000024858	Grk2	5.03E-09	1.032479437	protein_coding	protein_coding	Upregulated
ENSMUSG00000085615	A330035P11Rik	0.000123146	1.032988384	other	other	Upregulated
ENSMUSG00000090035	Galnt4	4.45E-09	1.033015192	protein_coding	protein_coding	Upregulated
ENSMUSG00000022824	Muc13	0.000248229	1.034086927	protein_coding	protein_coding	Upregulated
MSTRG.9902	MSTRG.9902	0.016153064	1.034222027	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000002227	Mov10	0.000354385	1.035123058	protein_coding	protein_coding	Upregulated
ENSMUSG00000036091	Hyal3	0.018406047	1.036324349	protein_coding	protein_coding	Upregulated
ENSMUSG00000031903	Pla2g15	0.000225489	1.037524564	protein_coding	protein_coding	Upregulated
ENSMUSG00000039530	Tusc3	3.25E-08	1.038260263	protein_coding	protein_coding	Upregulated
ENSMUSG00000078485	Plekhn1	0.000126952	1.041472041	protein_coding	protein_coding	Upregulated
ENSMUSG00000060600	Eno3	0.00121482	1.042005228	protein_coding	protein_coding	Upregulated
ENSMUSG00000020873	Slc35b1	2.37E-08	1.042262589	protein_coding	protein_coding	Upregulated
ENSMUSG00000010307	Tmem86a	0.000232995	1.043257857	protein_coding	protein_coding	Upregulated
ENSMUSG00000052117	D630039A03Rik	8.95E-10	1.043613634	protein_coding	protein_coding	Upregulated
mmu-miR-125a-5p	mmu-miR-125a-5p	0.0449	1.045331718	miRNA	NA	Upregulated
ENSMUSG00000022332	Khdrbs3	0.000752827	1.04578475	protein_coding	protein_coding	Upregulated
ENSMUSG00000000253	Gmpr	0.019240063	1.047494914	protein_coding	protein_coding	Upregulated
ENSMUSG00000023050	Map3k12	0.005109466	1.048995518	protein_coding	protein_coding	Upregulated
ENSMUSG00000037185	Krt80	0.000676821	1.04910031	protein_coding	protein_coding	Upregulated
ENSMUSG00000032418	Me1	7.54E-05	1.049935153	protein_coding	protein_coding	Upregulated
ENSMUSG00000085550	Gm15658	0.025235506	1.051540718	other	other	Upregulated
ENSMUSG00000009108	Gnat2	0.02253423	1.053215013	protein_coding	protein_coding	Upregulated
ENSMUSG00000049881	2810025M15Rik	0.000209597	1.053418003	other	other	Upregulated
ENSMUSG00000097101	1810034E14Rik	0.029842428	1.053661379	other	other	Upregulated
ENSMUSG00000024313	Mep1b	0.00046271	1.055837191	protein_coding	protein_coding	Upregulated
ENSMUSG00000039621	Prex1	0.001648077	1.058417789	protein_coding	protein_coding	Upregulated
ENSMUSG00000045838	A430105I19Rik	5.14E-06	1.058509567	protein_coding	protein_coding	Upregulated
ENSMUSG00000107476	Zfp862-ps	0.000851526	1.062911139	other	other	Upregulated
ENSMUSG00000044024	Rell2	0.014012146	1.063730678	protein_coding	protein_coding	Upregulated
MSTRG.2533	MSTRG.2533	0.000176998	1.064073664	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000023328	Ache	0.034138374	1.064724025	protein_coding	protein_coding	Upregulated
ENSMUSG00000021557	Agtpbp1	0.022240189	1.065132709	protein_coding	protein_coding	Upregulated
ENSMUSG00000039168	Dap	4.63E-06	1.06599161	protein_coding	protein_coding	Upregulated
ENSMUSG00000038178	Slc43a2	0.00409148	1.066616737	protein_coding	protein_coding	Upregulated
ENSMUSG00000035901	Dennd5a	0.009722517	1.068450796	protein_coding	protein_coding	Upregulated
ENSMUSG00000020818	Mfsd11	1.25E-07	1.072426225	protein_coding	protein_coding	Upregulated
ENSMUSG00000035521	Gnptg	4.49E-10	1.072793679	protein_coding	protein_coding	Upregulated
ENSMUSG00000041439	Mfsd6	6.20E-09	1.073284004	protein_coding	protein_coding	Upregulated
ENSMUSG00000039234	Sec24d	9.44E-08	1.075839745	protein_coding	protein_coding	Upregulated
ENSMUSG00000024193	Phf1	7.33E-05	1.075908766	protein_coding	protein_coding	Upregulated
ENSMUSG00000033917	Gde1	0.007362475	1.077808718	protein_coding	protein_coding	Upregulated
ENSMUSG00000024646	Cyb5a	0.00752278	1.07837079	protein_coding	protein_coding	Upregulated
ENSMUSG00000067925	Cxx1a	0.001291338	1.07861198	protein_coding	protein_coding	Upregulated
ENSMUSG00000025151	Maged1	0.000583466	1.07866639	protein_coding	protein_coding	Upregulated
ENSMUSG00000030321	Efcab12	0.044101586	1.082219853	protein_coding	protein_coding	Upregulated
ENSMUSG00000031919	Tmed6	4.73E-08	1.082520694	protein_coding	protein_coding	Upregulated
ENSMUSG00000032182	Yipf2	2.50E-10	1.082647244	protein_coding	protein_coding	Upregulated
ENSMUSG00000025351	Cd63	1.61E-08	1.083079547	protein_coding	protein_coding	Upregulated
ENSMUSG00000040327	Cul9	9.37E-05	1.083211651	protein_coding	protein_coding	Upregulated
ENSMUSG00000066152	Slc31a2	3.48E-05	1.083273204	protein_coding	protein_coding	Upregulated
ENSMUSG00000070284	Gmppb	5.49E-10	1.08547948	protein_coding	protein_coding	Upregulated
ENSMUSG00000039157	Fam102a	5.30E-06	1.086958101	protein_coding	protein_coding	Upregulated
ENSMUSG00000028466	Creb3	1.89E-07	1.086962511	protein_coding	protein_coding	Upregulated
ENSMUSG00000026520	Pycr2	6.95E-07	1.087083874	protein_coding	protein_coding	Upregulated
ENSMUSG00000021266	Wars	6.89E-10	1.088967837	protein_coding	protein_coding	Upregulated
ENSMUSG00000099094	Gm19569	0.023789961	1.089786041	other	other	Upregulated
ENSMUSG00000046447	Camk2n1	0.000813703	1.091389443	protein_coding	protein_coding	Upregulated
ENSMUSG00000020377	Ltc4s	0.047731127	1.091565454	protein_coding	protein_coding	Upregulated
ENSMUSG00000037762	Slc16a9	0.036075131	1.093203463	protein_coding	protein_coding	Upregulated
ENSMUSG00000049307	Fut4	6.90E-09	1.093465517	protein_coding	protein_coding	Upregulated
ENSMUSG00000027207	Galk2	1.52E-05	1.0936483	protein_coding	protein_coding	Upregulated
ENSMUSG00000028057	Rit1	3.06E-06	1.094289102	protein_coding	protein_coding	Upregulated
ENSMUSG00000097059	Fam120aos	9.29E-06	1.094448149	lincRNA	lincRNA	Upregulated
ENSMUSG00000022711	Pmm2	1.22E-10	1.098242287	protein_coding	protein_coding	Upregulated
ENSMUSG00000059708	Akap17b	0.001588587	1.099159697	protein_coding	protein_coding	Upregulated
ENSMUSG00000025528	2010106E10Rik	0.038073058	1.099618525	protein_coding	protein_coding	Upregulated
ENSMUSG00000064215	Ifi27	0.000874697	1.101250811	protein_coding	protein_coding	Upregulated
ENSMUSG00000054723	Vmac	7.52E-10	1.1028461	protein_coding	protein_coding	Upregulated
ENSMUSG00000033530	Ttc7b	3.34E-07	1.103591375	protein_coding	protein_coding	Upregulated
ENSMUSG00000040181	Fmo1	8.17E-05	1.104258339	protein_coding	protein_coding	Upregulated
ENSMUSG00000003228	Grk5	0.002382495	1.105202209	protein_coding	protein_coding	Upregulated
ENSMUSG00000068923	Syt11	0.017129166	1.107727743	protein_coding	protein_coding	Upregulated
ENSMUSG00000033590	Myo5c	7.51E-07	1.107864825	protein_coding	protein_coding	Upregulated
ENSMUSG00000031367	Ap1s2	0.028215879	1.107933239	protein_coding	protein_coding	Upregulated
MSTRG.40422	MSTRG.40422	0.000641748	1.108745277	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000028108	Ecm1	0.008049726	1.109253856	protein_coding	protein_coding	Upregulated
ENSMUSG00000032350	Gclc	0.007843645	1.109292132	protein_coding	protein_coding	Upregulated
ENSMUSG00000055976	Cldn23	0.001529179	1.110368781	protein_coding	protein_coding	Upregulated
ENSMUSG00000020462	Cfap36	0.001333159	1.112465125	protein_coding	protein_coding	Upregulated
ENSMUSG00000111840	RP24-216P6.3	0.023179394	1.113550758	lincRNA	lincRNA	Upregulated
ENSMUSG00000027248	Pdia3	8.79E-11	1.114451426	protein_coding	protein_coding	Upregulated
ENSMUSG00000099098	1110035H17Rik	0.030965344	1.115569945	other	other	Upregulated
ENSMUSG00000037887	Dusp8	0.003388738	1.116624751	protein_coding	protein_coding	Upregulated
ENSMUSG00000001105	Ift20	1.31E-06	1.116699442	protein_coding	protein_coding	Upregulated
ENSMUSG00000035509	Fbxl21	0.014786495	1.116823099	protein_coding	protein_coding	Upregulated
ENSMUSG00000044456	Rin3	2.34E-06	1.11725122	protein_coding	protein_coding	Upregulated
ENSMUSG00000039158	Akna	0.000424613	1.117345549	protein_coding	protein_coding	Upregulated
ENSMUSG00000020230	Prmt2	6.64E-08	1.118344716	protein_coding	protein_coding	Upregulated
ENSMUSG00000044734	Serpinb1a	0.001319855	1.119467215	protein_coding	protein_coding	Upregulated
ENSMUSG00000036225	Kctd1	0.049805199	1.120556766	protein_coding	protein_coding	Upregulated
ENSMUSG00000048349	Pou4f1	0.042498669	1.120638443	protein_coding	protein_coding	Upregulated
ENSMUSG00000046058	Eid2	0.003291259	1.12193996	protein_coding	protein_coding	Upregulated
ENSMUSG00000003814	Calr	2.03E-09	1.122266492	protein_coding	protein_coding	Upregulated
ENSMUSG00000006273	Atp6v1b2	4.69E-11	1.122546241	protein_coding	protein_coding	Upregulated
ENSMUSG00000024644	Cndp2	5.68E-09	1.122561477	protein_coding	protein_coding	Upregulated
ENSMUSG00000028496	Mllt3	1.31E-09	1.123027624	protein_coding	protein_coding	Upregulated
