target_id	gene_name	qval	log2fc	final_annotation	final_annotation.y	direction	Mouse Ensembl	Human Ensembl
ENSMUSG00000025271	Pfkfb1	0.00032591099999999996	-1.0634848829999999	protein_coding	protein_coding	Downregulated	ENSMUSG00000025271	ENSG00000158571
ENSMUSG00000032902	Slc16a1	2.11e-05	-1.063480182	protein_coding	protein_coding	Downregulated	ENSMUSG00000032902	ENSG00000155380; ENSG00000281917
ENSMUSG00000022489	Pde1b	0.000575907	-1.062104505	protein_coding	protein_coding	Downregulated		
ENSMUSG00000074876	Spata5l1	0.017810978	-1.0609361309999998	other	other	Downregulated		
ENSMUSG00000030513	Pcsk6	0.000325632	-1.060819075	protein_coding	protein_coding	Downregulated	ENSMUSG00000030513	ENSG00000140479
ENSMUSG00000022978	Mis18a	0.00028700000000000004	-1.060243287	protein_coding	protein_coding	Downregulated	ENSMUSG00000022978	ENSG00000159055
ENSMUSG00000030677	Kif22	1.77e-05	-1.0595191609999999	protein_coding	protein_coding	Downregulated	ENSMUSG00000030677	ENSG00000079616
ENSMUSG00000020648	Dus4l	6.4e-07	-1.059359883	protein_coding	protein_coding	Downregulated	ENSMUSG00000020648	ENSG00000284103; ENSG00000105865
ENSMUSG00000085105	Gm12758	0.024318137000000004	-1.059068939	other	other	Downregulated		
ENSMUSG00000006715	Gmnn	4.9e-07	-1.058914168	protein_coding	protein_coding	Downregulated	ENSMUSG00000006715	ENSG00000112312
ENSMUSG00000036523	Greb1	0.00218425	-1.058421805	protein_coding	protein_coding	Downregulated	ENSMUSG00000036523	ENSG00000196208
ENSMUSG00000039765	Cc2d2a	4.61e-06	-1.058376418	protein_coding	protein_coding	Downregulated	ENSMUSG00000039765	ENSG00000048342
ENSMUSG00000063810	Alms1	0.000868709	-1.058033596	protein_coding	protein_coding	Downregulated	ENSMUSG00000063810	ENSG00000116127
ENSMUSG00000030946	Lhpp	0.004208504	-1.058012514	protein_coding	protein_coding	Downregulated	ENSMUSG00000030946	ENSG00000107902
ENSMUSG00000033222	Ttf2	1.8e-05	-1.057027208	protein_coding	protein_coding	Downregulated	ENSMUSG00000033222	ENSG00000116830
ENSMUSG00000032076	Cadm1	0.022949612	-1.056982294	protein_coding	protein_coding	Downregulated	ENSMUSG00000032076	ENSG00000182985
ENSMUSG00000031355	Arhgap6	0.001078398	-1.0569002809999999	protein_coding	protein_coding	Downregulated	ENSMUSG00000031355	ENSG00000047648
ENSMUSG00000024056	Ndc80	0.000281268	-1.056438855	protein_coding	protein_coding	Downregulated	ENSMUSG00000024056	ENSG00000080986
ENSMUSG00000034528	Hsd17b13	0.029624336	-1.055881105	protein_coding	protein_coding	Downregulated	ENSMUSG00000034528	ENSG00000170509
ENSMUSG00000044066	Cep68	7.26e-09	-1.055594504	protein_coding	protein_coding	Downregulated	ENSMUSG00000044066	ENSG00000011523
ENSMUSG00000020131	Pcsk4	0.002834777	-1.0542730820000001	protein_coding	protein_coding	Downregulated	ENSMUSG00000020131	ENSG00000115257
ENSMUSG00000055296	Tmem245	1.31e-05	-1.053946737	protein_coding	protein_coding	Downregulated	ENSMUSG00000055296	ENSG00000106771
ENSMUSG00000057406	Whsc1	1.34e-07	-1.0538396840000002	protein_coding	protein_coding	Downregulated	ENSMUSG00000057406	ENSG00000109685
ENSMUSG00000103067	Gm30414	0.024018242999999998	-1.053567377	lincRNA	lincRNA	Downregulated		
ENSMUSG00000024151	Msh2	2.44e-05	-1.053320392	protein_coding	protein_coding	Downregulated	ENSMUSG00000024151	ENSG00000095002
ENSMUSG00000041168	Lonp1	0.001309203	-1.0529738709999998	protein_coding	protein_coding	Downregulated	ENSMUSG00000041168	ENSG00000196365
ENSMUSG00000046589	Lrrc8e	0.047802262000000005	-1.052293006	protein_coding	protein_coding	Downregulated	ENSMUSG00000046589	ENSG00000171017
ENSMUSG00000037216	Lipt1	0.009302221	-1.049748666	protein_coding	protein_coding	Downregulated	ENSMUSG00000037216	ENSG00000144182
ENSMUSG00000034177	Rnf43	1.02e-06	-1.046045506	protein_coding	protein_coding	Downregulated	ENSMUSG00000034177	ENSG00000108375
ENSMUSG00000024074	Crim1	1.11e-09	-1.0458251170000001	protein_coding	protein_coding	Downregulated	ENSMUSG00000024074	ENSG00000277354; ENSG00000150938
ENSMUSG00000062867	Impdh2	9.06e-09	-1.045677279	protein_coding	protein_coding	Downregulated	ENSMUSG00000062867	ENSG00000100938
ENSMUSG00000025602	Zfp202	0.007470904	-1.044622737	protein_coding	protein_coding	Downregulated	ENSMUSG00000025602	ENSG00000166261
ENSMUSG00000027342	Pcna	1.0499999999999999e-09	-1.044265471	protein_coding	protein_coding	Downregulated	ENSMUSG00000027342	ENSG00000132646
ENSMUSG00000049907	Rasl11b	0.028406214	-1.039329508	protein_coding	protein_coding	Downregulated	ENSMUSG00000049907	ENSG00000128045
ENSMUSG00000035351	Nup37	7.65e-06	-1.038739476	protein_coding	protein_coding	Downregulated	ENSMUSG00000035351	ENSG00000075188
ENSMUSG00000022881	Rfc4	2.07e-07	-1.0378444470000001	protein_coding	protein_coding	Downregulated	ENSMUSG00000022881	ENSG00000163918
ENSMUSG00000046352	Gjb2	2.0999999999999998e-09	-1.036614654	protein_coding	protein_coding	Downregulated	ENSMUSG00000046352	ENSG00000165474
ENSMUSG00000022003	Slc25a30	3.73e-05	-1.034298011	protein_coding	protein_coding	Downregulated	ENSMUSG00000022003	ENSG00000174032
ENSMUSG00000031173	Otc	9.429999999999999e-08	-1.033837293	protein_coding	protein_coding	Downregulated	ENSMUSG00000031173	ENSG00000036473
ENSMUSG00000021952	Xpo4	3.33e-06	-1.03270473	protein_coding	protein_coding	Downregulated	ENSMUSG00000021952	ENSG00000132953
ENSMUSG00000022479	Vdr	2.54e-05	-1.03153955	protein_coding	protein_coding	Downregulated	ENSMUSG00000022479	ENSG00000111424
ENSMUSG00000021115	Vrk1	6.13e-08	-1.030829247	protein_coding	protein_coding	Downregulated	ENSMUSG00000021115	ENSG00000100749
ENSMUSG00000032289	Thsd4	5.0900000000000004e-05	-1.029128327	protein_coding	protein_coding	Downregulated	ENSMUSG00000032289	ENSG00000187720
ENSMUSG00000035439	Haus8	0.000219404	-1.028093929	protein_coding	protein_coding	Downregulated	ENSMUSG00000035439	ENSG00000131351
ENSMUSG00000025747	Tyms	2.0600000000000003e-05	-1.027699379	protein_coding	protein_coding	Downregulated	ENSMUSG00000025747	ENSG00000176890
ENSMUSG00000049313	Sorl1	0.00018947700000000002	-1.026875488	protein_coding	protein_coding	Downregulated	ENSMUSG00000049313	ENSG00000137642
ENSMUSG00000026281	Dtymk	0.002869912	-1.025902208	protein_coding	protein_coding	Downregulated	ENSMUSG00000026281	ENSG00000168393
ENSMUSG00000028560	Usp1	4.64e-06	-1.025240715	protein_coding	protein_coding	Downregulated	ENSMUSG00000028560	ENSG00000162607
ENSMUSG00000038005	Hpf1	1.6300000000000002e-07	-1.022594817	protein_coding	protein_coding	Downregulated	ENSMUSG00000038005	ENSG00000056050
ENSMUSG00000032558	Nphp3	0.015779769	-1.02085547	protein_coding	protein_coding	Downregulated	ENSMUSG00000032558	ENSG00000113971
ENSMUSG00000037643	Prkci	3.85e-07	-1.02085513	protein_coding	protein_coding	Downregulated	ENSMUSG00000037643	ENSG00000163558
ENSMUSG00000041688	Amot	1.75e-05	-1.020576486	protein_coding	protein_coding	Downregulated	ENSMUSG00000041688	ENSG00000126016
ENSMUSG00000062070	Pgk1	0.01883338	-1.020472316	protein_coding	protein_coding	Downregulated	ENSMUSG00000062070	ENSG00000102144
ENSMUSG00000020472	Zkscan17	2.97e-06	-1.019399671	protein_coding	protein_coding	Downregulated	ENSMUSG00000020472	ENSG00000162714
ENSMUSG00000020424	Gatsl3	0.016263541	-1.0174049170000001	protein_coding	protein_coding	Downregulated	ENSMUSG00000020424	ENSG00000239282
ENSMUSG00000028403	Zdhhc21	0.0023152760000000002	-1.016524682	protein_coding	protein_coding	Downregulated	ENSMUSG00000028403	ENSG00000175893
ENSMUSG00000021509	Slc25a48	0.035048279	-1.016120809	protein_coding	protein_coding	Downregulated	ENSMUSG00000021509	ENSG00000145832
ENSMUSG00000027420	Bfsp1	0.004402728	-1.015310815	protein_coding	protein_coding	Downregulated	ENSMUSG00000027420	ENSG00000125864
ENSMUSG00000042462	Dctpp1	1.69e-06	-1.014527996	protein_coding	protein_coding	Downregulated	ENSMUSG00000042462	ENSG00000179958
ENSMUSG00000005533	Igf1r	0.002066921	-1.014261582	protein_coding	protein_coding	Downregulated	ENSMUSG00000005533	ENSG00000140443
ENSMUSG00000041995	Zbed3	4.05e-06	-1.014062926	protein_coding	protein_coding	Downregulated	ENSMUSG00000041995	ENSG00000132846
ENSMUSG00000026565	Pou2f1	0.006098927	-1.013923562	protein_coding	protein_coding	Downregulated	ENSMUSG00000026565	ENSG00000143190
ENSMUSG00000073647	Gm10557	0.028612592000000003	-1.013887926	other	other	Downregulated		
ENSMUSG00000071547	Nt5dc2	2.8300000000000003e-05	-1.013779373	protein_coding	protein_coding	Downregulated		
ENSMUSG00000044340	Phlpp1	0.0016155000000000002	-1.0137252890000001	protein_coding	protein_coding	Downregulated	ENSMUSG00000044340	ENSG00000081913
ENSMUSG00000020741	Cluh	5.820000000000001e-09	-1.013500226	protein_coding	protein_coding	Downregulated	ENSMUSG00000020741	ENSG00000132361
ENSMUSG00000037275	Gemin5	3.5e-09	-1.012517191	protein_coding	protein_coding	Downregulated	ENSMUSG00000037275	ENSG00000082516
ENSMUSG00000032254	Kif23	1.34e-06	-1.012482397	protein_coding	protein_coding	Downregulated	ENSMUSG00000032254	ENSG00000137807
ENSMUSG00000025464	Paox	0.0011477	-1.0119000009999999	protein_coding	protein_coding	Downregulated	ENSMUSG00000025464	ENSG00000148832
ENSMUSG00000020256	Aldh1l2	9.4e-05	-1.011346425	protein_coding	protein_coding	Downregulated	ENSMUSG00000020256	ENSG00000136010
ENSMUSG00000038126	Mphosph9	0.0028014570000000003	-1.010541063	protein_coding	protein_coding	Downregulated	ENSMUSG00000038126	ENSG00000051825
ENSMUSG00000039200	Atf7ip2	0.041293611	-1.010139548	protein_coding	protein_coding	Downregulated	ENSMUSG00000039200	ENSG00000166669
MSTRG.51264	MSTRG.51264	0.020342256	-1.010124275	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated		
ENSMUSG00000020814	Mxra7	0.046662688	-1.010092664	protein_coding	protein_coding	Downregulated	ENSMUSG00000020814	ENSG00000182534
ENSMUSG00000037313	Tacc3	1.52e-08	-1.008740837	protein_coding	protein_coding	Downregulated	ENSMUSG00000037313	ENSG00000013810
ENSMUSG00000028018	Gstcd	9.33e-07	-1.008231812	protein_coding	protein_coding	Downregulated	ENSMUSG00000028018	ENSG00000138780
ENSMUSG00000012350	Ehf	0.000558782	-1.00772172	protein_coding	protein_coding	Downregulated	ENSMUSG00000012350	ENSG00000135373
ENSMUSG00000090626	Tex9	0.033228499	-1.007319997	protein_coding	protein_coding	Downregulated	ENSMUSG00000090626	ENSG00000151575
ENSMUSG00000033411	Ctdspl2	7.46e-08	-1.006874696	protein_coding	protein_coding	Downregulated	ENSMUSG00000033411	ENSG00000137770
ENSMUSG00000006587	Snai3	0.001745078	-1.00679438	protein_coding	protein_coding	Downregulated	ENSMUSG00000006587	ENSG00000185669
ENSMUSG00000031730	Dhodh	1.6e-05	-1.005865214	protein_coding	protein_coding	Downregulated	ENSMUSG00000031730	ENSG00000102967
ENSMUSG00000026558	Uck2	1.14e-08	-1.00578658	protein_coding	protein_coding	Downregulated	ENSMUSG00000026558	ENSG00000143179
ENSMUSG00000058006	Mdn1	0.001767014	-1.005612848	protein_coding	protein_coding	Downregulated	ENSMUSG00000058006	ENSG00000112159
ENSMUSG00000044201	Cdc25c	1.51e-06	-1.004952963	protein_coding	protein_coding	Downregulated	ENSMUSG00000044201	ENSG00000158402
ENSMUSG00000034317	Trim59	0.005168293	-1.00484842	protein_coding	protein_coding	Downregulated	ENSMUSG00000034317	ENSG00000213186
ENSMUSG00000111394	RP23-320D23.6	1.93e-05	-1.0048147459999999	other	other	Downregulated		
mmu-miR-130a-3p	mmu-miR-130a-3p	0.0145	-1.004474012	miRNA		Downregulated		
ENSMUSG00000064090	Vrk2	0.000100694	-1.00316724	protein_coding	protein_coding	Downregulated	ENSMUSG00000064090	ENSG00000028116
ENSMUSG00000095567	Noc2l	6.59e-08	-1.001114474	protein_coding	protein_coding	Downregulated	ENSMUSG00000095567	ENSG00000188976
ENSMUSG00000101031	Ms4a12	3.33e-06	1.000610499	protein_coding	protein_coding	Upregulated		
ENSMUSG00000071203	Naip5	4.320000000000001e-09	1.00100992	protein_coding	protein_coding	Upregulated	ENSMUSG00000071203	ENSG00000276068; ENSG00000278613; ENSG00000249437
ENSMUSG00000047473	Zfp30	0.014327413999999998	1.003289973	protein_coding	protein_coding	Upregulated	ENSMUSG00000047473	ENSG00000120784
ENSMUSG00000017466	Timp2	0.033512576	1.003396895	protein_coding	protein_coding	Upregulated	ENSMUSG00000017466	ENSG00000035862
ENSMUSG00000030275	Etnk1	1.02e-06	1.004584008	protein_coding	protein_coding	Upregulated	ENSMUSG00000030275	ENSG00000139163
ENSMUSG00000045871	Slitrk6	0.022051231	1.00524508	protein_coding	protein_coding	Upregulated	ENSMUSG00000045871	ENSG00000184564
ENSMUSG00000019761	Krt10	0.003591127	1.005392485	protein_coding	protein_coding	Upregulated	ENSMUSG00000019761	ENSG00000186395
ENSMUSG00000026131	Dst	0.00112034	1.005828859	protein_coding	protein_coding	Upregulated	ENSMUSG00000026131	ENSG00000151914
ENSMUSG00000039461	Tcta	2.38e-06	1.007481083	protein_coding	protein_coding	Upregulated	ENSMUSG00000039461	ENSG00000145022
ENSMUSG00000027346	Gpcpd1	3.9e-07	1.008568693	protein_coding	protein_coding	Upregulated	ENSMUSG00000027346	ENSG00000125772
ENSMUSG00000073889	Il11ra1	2.6700000000000002e-05	1.008739984	protein_coding	protein_coding	Upregulated	ENSMUSG00000073889	ENSG00000137070
ENSMUSG00000108084	Gm7932	0.011983809	1.009004407	lincRNA	lincRNA	Upregulated		
ENSMUSG00000019302	Atp6v0a1	0.000145865	1.0095013879999999	protein_coding	protein_coding	Upregulated	ENSMUSG00000019302	ENSG00000033627
ENSMUSG00000027808	Serp1	1.2699999999999999e-07	1.011169363	protein_coding	protein_coding	Upregulated	ENSMUSG00000027808	ENSG00000120742
ENSMUSG00000036989	Trim3	6.15e-05	1.012693557	protein_coding	protein_coding	Upregulated	ENSMUSG00000036989	ENSG00000110171
ENSMUSG00000028737	Aldh4a1	5.070000000000001e-07	1.0130052	protein_coding	protein_coding	Upregulated	ENSMUSG00000028737	ENSG00000159423
ENSMUSG00000040462	Os9	1.8e-08	1.013628487	protein_coding	protein_coding	Upregulated	ENSMUSG00000040462	ENSG00000135506
ENSMUSG00000032417	Rwdd2a	0.005716144	1.013894246	protein_coding	protein_coding	Upregulated	ENSMUSG00000032417	ENSG00000013392
ENSMUSG00000110206	Flt3l	0.018911446000000002	1.014366382	protein_coding	protein_coding	Upregulated	ENSMUSG00000110206	ENSG00000090554
ENSMUSG00000024777	Ppp2r5b	5.47e-05	1.014531522	protein_coding	protein_coding	Upregulated		
ENSMUSG00000032489	Kif9	0.043235057	1.015073242	protein_coding	protein_coding	Upregulated	ENSMUSG00000032489	ENSG00000088727
ENSMUSG00000038039	Gcc2	8.01e-08	1.015238125	protein_coding	protein_coding	Upregulated		
ENSMUSG00000030287	Itpr2	0.003258451	1.015360483	protein_coding	protein_coding	Upregulated	ENSMUSG00000030287	ENSG00000123104
ENSMUSG00000053137	Mapk11	0.0009208860000000001	1.016275217	protein_coding	protein_coding	Upregulated	ENSMUSG00000053137	ENSG00000185386
ENSMUSG00000027822	Slc33a1	3.03e-09	1.017049677	protein_coding	protein_coding	Upregulated	ENSMUSG00000027822	ENSG00000169359
ENSMUSG00000042712	Wbp5	0.005352599	1.0171073240000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000042712	ENSG00000185222
ENSMUSG00000031778	Cx3cl1	3.229999999999999e-05	1.018631702	protein_coding	protein_coding	Upregulated	ENSMUSG00000031778	ENSG00000006210
ENSMUSG00000091575	2010016I18Rik	0.049614082000000004	1.021496734	other	other	Upregulated		
ENSMUSG00000028019	Pdgfc	0.021477867	1.021983335	protein_coding	protein_coding	Upregulated	ENSMUSG00000028019	ENSG00000145431
ENSMUSG00000038648	Creb3l2	0.000180863	1.021989935	protein_coding	protein_coding	Upregulated	ENSMUSG00000038648	ENSG00000182158
ENSMUSG00000021136	Smoc1	0.001619571	1.0229774409999999	protein_coding	protein_coding	Upregulated	ENSMUSG00000021136	ENSG00000198732
ENSMUSG00000024423	Impact	0.000633565	1.0233737809999999	protein_coding	protein_coding	Upregulated	ENSMUSG00000024423	ENSG00000154059
MSTRG.32117	MSTRG.32117	0.018406047	1.023867487	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000052331	Ankrd44	0.000378851	1.024843662	protein_coding	protein_coding	Upregulated	ENSMUSG00000052331	ENSG00000065413
ENSMUSG00000019188	H13	1.7800000000000003e-09	1.025560043	protein_coding	protein_coding	Upregulated	ENSMUSG00000019188	ENSG00000101294
ENSMUSG00000056724	Nbeal2	2.39e-06	1.026615595	protein_coding	protein_coding	Upregulated	ENSMUSG00000056724	ENSG00000160796
ENSMUSG00000032932	Hspa13	1.1e-05	1.027861037	protein_coding	protein_coding	Upregulated	ENSMUSG00000032932	ENSG00000155304
ENSMUSG00000066258	Trim12a	0.001120218	1.028759825	protein_coding	protein_coding	Upregulated		
mmu-miR-101c	mmu-miR-101c	0.0386	1.029510079	miRNA		Upregulated		
mmu-miR-101a-3p	mmu-miR-101a-3p	0.0386	1.029513983	miRNA		Upregulated		
ENSMUSG00000024858	Grk2	5.03e-09	1.032479437	protein_coding	protein_coding	Upregulated	ENSMUSG00000024858	ENSG00000173020
ENSMUSG00000085615	A330035P11Rik	0.000123146	1.032988384	other	other	Upregulated		
ENSMUSG00000090035	Galnt4	4.45e-09	1.0330151920000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000090035	ENSG00000259075; ENSG00000257594
ENSMUSG00000090035	Galnt4	4.45e-09	1.0330151920000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000090035	ENSG00000259075
ENSMUSG00000022824	Muc13	0.00024822900000000004	1.034086927	protein_coding	protein_coding	Upregulated	ENSMUSG00000022824	ENSG00000173702
MSTRG.9902	MSTRG.9902	0.016153063999999998	1.034222027	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000002227	Mov10	0.000354385	1.035123058	protein_coding	protein_coding	Upregulated	ENSMUSG00000002227	ENSG00000155363
ENSMUSG00000036091	Hyal3	0.018406047	1.036324349	protein_coding	protein_coding	Upregulated	ENSMUSG00000036091	ENSG00000186792
ENSMUSG00000031903	Pla2g15	0.00022548900000000002	1.0375245640000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000031903	ENSG00000103066
ENSMUSG00000039530	Tusc3	3.25e-08	1.038260263	protein_coding	protein_coding	Upregulated	ENSMUSG00000039530	ENSG00000104723
ENSMUSG00000078485	Plekhn1	0.000126952	1.041472041	protein_coding	protein_coding	Upregulated	ENSMUSG00000078485	ENSG00000187961
ENSMUSG00000060600	Eno3	0.00121482	1.042005228	protein_coding	protein_coding	Upregulated	ENSMUSG00000060600	ENSG00000108515
ENSMUSG00000020873	Slc35b1	2.37e-08	1.0422625890000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000020873	ENSG00000121073
ENSMUSG00000010307	Tmem86a	0.000232995	1.043257857	protein_coding	protein_coding	Upregulated	ENSMUSG00000010307	ENSG00000151117
ENSMUSG00000052117	D630039A03Rik	8.95e-10	1.043613634	protein_coding	protein_coding	Upregulated	ENSMUSG00000052117	ENSG00000188959
mmu-miR-125a-5p	mmu-miR-125a-5p	0.0449	1.045331718	miRNA		Upregulated		
ENSMUSG00000022332	Khdrbs3	0.000752827	1.04578475	protein_coding	protein_coding	Upregulated	ENSMUSG00000022332	ENSG00000131773
ENSMUSG00000000253	Gmpr	0.019240063	1.047494914	protein_coding	protein_coding	Upregulated	ENSMUSG00000000253	ENSG00000137198
ENSMUSG00000023050	Map3k12	0.005109466	1.048995518	protein_coding	protein_coding	Upregulated	ENSMUSG00000023050	ENSG00000139625
ENSMUSG00000037185	Krt80	0.0006768210000000001	1.04910031	protein_coding	protein_coding	Upregulated	ENSMUSG00000037185	ENSG00000167767
ENSMUSG00000032418	Me1	7.54e-05	1.049935153	protein_coding	protein_coding	Upregulated	ENSMUSG00000032418	ENSG00000065833
ENSMUSG00000085550	Gm15658	0.025235506	1.051540718	other	other	Upregulated		
ENSMUSG00000009108	Gnat2	0.02253423	1.053215013	protein_coding	protein_coding	Upregulated	ENSMUSG00000009108	ENSG00000134183
ENSMUSG00000049881	2810025M15Rik	0.000209597	1.053418003	other	other	Upregulated		
ENSMUSG00000097101	1810034E14Rik	0.029842427999999997	1.053661379	other	other	Upregulated		
ENSMUSG00000024313	Mep1b	0.00046271	1.055837191	protein_coding	protein_coding	Upregulated	ENSMUSG00000024313	ENSG00000141434
ENSMUSG00000039621	Prex1	0.0016480770000000002	1.0584177890000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000039621	ENSG00000124126
ENSMUSG00000045838	A430105I19Rik	5.14e-06	1.058509567	protein_coding	protein_coding	Upregulated	ENSMUSG00000045838	ENSG00000188549
ENSMUSG00000107476	Zfp862-ps	0.000851526	1.0629111390000001	other	other	Upregulated		
