target_id	gene_name	qval	log2fc	final_annotation	direction	final_annotation.y
ENSMUSG00000029644	Pdx1	0.002287483	-1.648840531	protein_coding	Downregulated	protein_coding
ENSMUSG00000029661	Col1a2	0.018613963	3.265591245	protein_coding	Upregulated	protein_coding
ENSMUSG00000029664	Tfpi2	0.020066628	-1.009689166	protein_coding	Downregulated	protein_coding
ENSMUSG00000029669	Tspan12	4.62E-07	1.195436489	protein_coding	Upregulated	protein_coding
ENSMUSG00000029674	Limk1	9.73E-06	1.209291228	protein_coding	Upregulated	protein_coding
ENSMUSG00000029700	Slc13a1	2.90E-06	-2.033056365	protein_coding	Downregulated	protein_coding
ENSMUSG00000029706	Pax4	1.67E-10	4.426193247	protein_coding	Upregulated	protein_coding
ENSMUSG00000029708	Gcc1	8.20E-05	1.000229063	protein_coding	Upregulated	protein_coding
ENSMUSG00000029712	Actl6b	1.11E-07	4.81077944	protein_coding	Upregulated	protein_coding
ENSMUSG00000029716	Tfr2	2.80E-05	-3.629668578	protein_coding	Downregulated	protein_coding
ENSMUSG00000029761	Cald1	0.002466309	2.394150365	protein_coding	Upregulated	protein_coding
ENSMUSG00000029762	Akr1b8	0.037023979	1.233140323	protein_coding	Upregulated	protein_coding
ENSMUSG00000029765	Plxna4	0.000102164	3.594372671	protein_coding	Upregulated	protein_coding
ENSMUSG00000029769	Ccdc136	0.000114048	3.469534541	protein_coding	Upregulated	protein_coding
ENSMUSG00000029772	Ahcyl2	0.000637603	-1.290486421	protein_coding	Downregulated	protein_coding
ENSMUSG00000029798	Herc6	0.038722343	1.79259812	protein_coding	Upregulated	protein_coding
ENSMUSG00000029802	Abcg2	2.03E-08	-1.526795797	protein_coding	Downregulated	protein_coding
ENSMUSG00000029811	Aoc1	7.62E-11	-2.744659281	protein_coding	Downregulated	protein_coding
ENSMUSG00000029814	Igf2bp3	3.68E-05	-2.626988291	protein_coding	Downregulated	protein_coding
ENSMUSG00000029821	Dfna5	7.00E-08	1.26541228	protein_coding	Upregulated	protein_coding
ENSMUSG00000029832	Nfe2l3	0.001721754	2.449610782	protein_coding	Upregulated	protein_coding
ENSMUSG00000029847	Slc23a4	5.14E-30	-2.895336699	protein_coding	Downregulated	protein_coding
ENSMUSG00000029859	Epha1	9.33E-07	-1.598692161	protein_coding	Downregulated	protein_coding
ENSMUSG00000029862	Clcn1	3.04E-05	-2.933590372	protein_coding	Downregulated	protein_coding
ENSMUSG00000029865	Sval1	0.000342894	2.28243038	protein_coding	Upregulated	protein_coding
ENSMUSG00000029875	Ccdc184	0.001341419	3.427032327	protein_coding	Upregulated	protein_coding
ENSMUSG00000029878	Dbpht2	1.90E-06	3.267918319	protein_coding	Upregulated	protein_coding
ENSMUSG00000029910	Mad2l1	1.91E-08	-1.065737	protein_coding	Downregulated	protein_coding
ENSMUSG00000029916	Agk	1.18E-05	-1.115031209	protein_coding	Downregulated	protein_coding
ENSMUSG00000029919	Hpgds	2.97E-05	3.07279	protein_coding	Upregulated	protein_coding
ENSMUSG00000029924	Slc37a3	9.58E-06	1.04873461	protein_coding	Upregulated	protein_coding
ENSMUSG00000030004	Nat8	7.36E-13	-3.180501936	protein_coding	Downregulated	protein_coding
ENSMUSG00000030048	Gkn3	2.28E-07	-4.687097156	protein_coding	Downregulated	protein_coding
ENSMUSG00000030074	Gxylt2	3.19E-14	3.605028365	protein_coding	Upregulated	protein_coding
ENSMUSG00000030087	Klf15	8.23E-09	2.608540025	protein_coding	Upregulated	protein_coding
ENSMUSG00000030088	Aldh1l1	5.71E-11	-3.027997835	protein_coding	Downregulated	protein_coding
ENSMUSG00000030102	Itpr1	3.53E-05	1.359877747	protein_coding	Upregulated	protein_coding
ENSMUSG00000030103	Bhlhe40	0.001787178	-1.197479341	protein_coding	Downregulated	protein_coding
ENSMUSG00000030107	Usp18	9.50E-05	2.454655162	protein_coding	Upregulated	protein_coding
ENSMUSG00000030110	Ret	3.06E-15	2.165906981	protein_coding	Upregulated	protein_coding
ENSMUSG00000030137	Tuba8	6.29E-05	3.124456	protein_coding	Upregulated	protein_coding
ENSMUSG00000030145	Zfp248	0.013324369	2.444387639	protein_coding	Upregulated	protein_coding
ENSMUSG00000030155	Clec2e	1.20E-05	-2.455969661	protein_coding	Downregulated	protein_coding
ENSMUSG00000030161	Gabarapl1	1.30E-11	1.599424614	protein_coding	Upregulated	protein_coding
ENSMUSG00000030170	Wnt5b	0.034980757	1.20779585	protein_coding	Upregulated	protein_coding
ENSMUSG00000030207	Fam234b	2.58E-09	-1.128167565	protein_coding	Downregulated	protein_coding
ENSMUSG00000030214	Plbd1	4.61E-08	-1.772048049	protein_coding	Downregulated	protein_coding
ENSMUSG00000030246	Ldhb	4.91E-05	2.130050889	protein_coding	Upregulated	protein_coding
ENSMUSG00000030276	Ttll3	0.03527402	1.002627479	protein_coding	Upregulated	protein_coding
ENSMUSG00000030278	Cidec	0.000724279	-1.603868923	protein_coding	Downregulated	protein_coding
ENSMUSG00000030287	Itpr2	0.000261467	1.346094082	protein_coding	Upregulated	protein_coding
ENSMUSG00000030303	Far2	1.13E-56	-3.195801684	protein_coding	Downregulated	protein_coding
ENSMUSG00000030321	Efcab12	0.042142455	1.175246113	protein_coding	Upregulated	protein_coding
ENSMUSG00000030329	Pianp	2.11E-08	4.000524989	protein_coding	Upregulated	protein_coding
ENSMUSG00000030345	Dyrk4	0.008258663	2.696323702	protein_coding	Upregulated	protein_coding
ENSMUSG00000030353	Tead4	2.48E-05	1.479242272	protein_coding	Upregulated	protein_coding
ENSMUSG00000030364	Clec2h	1.60E-08	-3.306653785	protein_coding	Downregulated	protein_coding
ENSMUSG00000030382	Slc27a5	1.07E-06	-3.848658505	protein_coding	Downregulated	protein_coding
ENSMUSG00000030401	Rtn2	2.49E-27	4.066515029	protein_coding	Upregulated	protein_coding
ENSMUSG00000030406	Gipr	0.000514593	1.772470322	protein_coding	Upregulated	protein_coding
ENSMUSG00000030407	Qpctl	6.07E-16	1.662303725	protein_coding	Upregulated	protein_coding
ENSMUSG00000030410	Dmwd	0.000493596	1.515253716	protein_coding	Upregulated	protein_coding
ENSMUSG00000030411	Nova2	2.31E-08	3.401278596	protein_coding	Upregulated	protein_coding
ENSMUSG00000030428	Ttyh1	2.91E-19	3.337815568	protein_coding	Upregulated	protein_coding
ENSMUSG00000030492	Slc7a9	9.42E-07	-2.321108335	protein_coding	Downregulated	protein_coding
ENSMUSG00000030510	Cers3	4.20E-07	3.517359857	protein_coding	Upregulated	protein_coding
ENSMUSG00000030513	Pcsk6	2.50E-09	-1.855405041	protein_coding	Downregulated	protein_coding
ENSMUSG00000030518	Fam189a1	0.005887424	2.374106466	protein_coding	Upregulated	protein_coding
ENSMUSG00000030528	Blm	3.03E-05	-1.397443767	protein_coding	Downregulated	protein_coding
ENSMUSG00000030543	Mesp2	0.000534312	-1.504769326	protein_coding	Downregulated	protein_coding
ENSMUSG00000030616	Sytl2	1.20E-31	3.799555283	protein_coding	Upregulated	protein_coding
ENSMUSG00000030621	Me3	2.53E-05	1.430247051	protein_coding	Upregulated	protein_coding
ENSMUSG00000030643	Rab30	0.016062157	-1.022037951	protein_coding	Downregulated	protein_coding
ENSMUSG00000030659	Nucb2	3.07E-28	3.130797301	protein_coding	Upregulated	protein_coding
ENSMUSG00000030671	Pde3b	0.001809473	-1.280516509	protein_coding	Downregulated	protein_coding
ENSMUSG00000030683	Sez6l2	6.40E-46	4.97116763	protein_coding	Upregulated	protein_coding
ENSMUSG00000030695	Aldoa	0.000637346	-1.955336015	protein_coding	Downregulated	protein_coding
ENSMUSG00000030717	Nupr1	6.14E-09	2.662124247	protein_coding	Upregulated	protein_coding
ENSMUSG00000030731	Syt3	0.017035848	2.093551525	protein_coding	Upregulated	protein_coding
ENSMUSG00000030737	Slco2b1	2.64E-44	-5.796131827	protein_coding	Downregulated	protein_coding
ENSMUSG00000030747	Dgat2	0.015719542	-1.129128342	protein_coding	Downregulated	protein_coding
ENSMUSG00000030761	Myo7a	2.25E-05	-1.681752454	protein_coding	Downregulated	protein_coding
ENSMUSG00000030762	Aqp8	7.67E-06	-5.962612946	protein_coding	Downregulated	protein_coding
ENSMUSG00000030769	Slc5a11	3.97E-07	-3.113970328	protein_coding	Downregulated	protein_coding
ENSMUSG00000030772	Dkk3	2.39E-26	9.32390577	protein_coding	Upregulated	protein_coding
ENSMUSG00000030782	Tgfb1i1	0.001502212	2.28186443	protein_coding	Upregulated	protein_coding
ENSMUSG00000030785	Cox6a2	6.55E-07	-3.677635096	protein_coding	Downregulated	protein_coding
ENSMUSG00000030786	Itgam	8.22E-08	-1.789699841	protein_coding	Downregulated	protein_coding
ENSMUSG00000030787	Lyve1	1.39E-22	-3.798672686	protein_coding	Downregulated	protein_coding
ENSMUSG00000030790	Adm	2.52E-06	-4.158960952	protein_coding	Downregulated	protein_coding
ENSMUSG00000030793	Pycard	8.18E-24	-2.660770705	protein_coding	Downregulated	protein_coding
ENSMUSG00000030830	Itgal	7.84E-05	2.54535275	protein_coding	Upregulated	protein_coding
ENSMUSG00000030865	Chp2	5.32E-09	-2.6706219	protein_coding	Downregulated	protein_coding
ENSMUSG00000030866	Ern2	1.09E-15	2.51826158	protein_coding	Upregulated	protein_coding
ENSMUSG00000030867	Plk1	0.000950944	-1.010588055	protein_coding	Downregulated	protein_coding
ENSMUSG00000030878	Cdr2	0.000102188	-1.687523057	protein_coding	Downregulated	protein_coding
ENSMUSG00000030884	Uqcrc2	9.21E-07	-1.126926611	protein_coding	Downregulated	protein_coding
ENSMUSG00000030897	Cnga4	0.039176535	1.361076983	protein_coding	Upregulated	protein_coding
ENSMUSG00000030905	Crym	0.000156031	-1.901479788	protein_coding	Downregulated	protein_coding
ENSMUSG00000030934	Oat	7.70E-05	-2.122164502	protein_coding	Downregulated	protein_coding
ENSMUSG00000030946	Lhpp	0.002913133	-1.196409466	protein_coding	Downregulated	protein_coding
ENSMUSG00000030972	Acsm5	3.27E-08	-3.724579614	protein_coding	Downregulated	protein_coding
ENSMUSG00000030979	Uros	5.58E-05	1.060647759	protein_coding	Upregulated	protein_coding
ENSMUSG00000031004	Mki67	1.02E-06	-1.471582647	protein_coding	Downregulated	protein_coding
ENSMUSG00000031073	Fgf15	1.31E-06	3.452278479	protein_coding	Upregulated	protein_coding
ENSMUSG00000031075	Ano1	4.50E-09	1.905226157	protein_coding	Upregulated	protein_coding
ENSMUSG00000031090	Nadsyn1	6.99E-06	-1.332634407	protein_coding	Downregulated	protein_coding
ENSMUSG00000031098	Syt8	0.031595689	2.142900391	protein_coding	Upregulated	protein_coding
ENSMUSG00000031099	Smarca1	9.67E-09	3.001026067	protein_coding	Upregulated	protein_coding
ENSMUSG00000031129	Slc9a9	2.22E-06	3.909358286	protein_coding	Upregulated	protein_coding
ENSMUSG00000031133	Arhgef6	0.001644713	2.299139833	protein_coding	Upregulated	protein_coding
ENSMUSG00000031144	Syp	2.35E-29	4.708713597	protein_coding	Upregulated	protein_coding
ENSMUSG00000031150	Ccdc120	1.26E-05	1.752790299	protein_coding	Upregulated	protein_coding
ENSMUSG00000031155	Pim2	3.68E-19	1.878735311	protein_coding	Upregulated	protein_coding
ENSMUSG00000031163	Glod5	0.000530577	-2.091093013	protein_coding	Downregulated	protein_coding
ENSMUSG00000031173	Otc	1.00E-101	-4.317328631	protein_coding	Downregulated	protein_coding
ENSMUSG00000031202	Rab39b	1.30E-11	6.517627776	protein_coding	Upregulated	protein_coding
ENSMUSG00000031207	Msn	0.003689531	2.435316435	protein_coding	Upregulated	protein_coding
ENSMUSG00000031214	Ophn1	4.07E-06	1.378039102	protein_coding	Upregulated	protein_coding
ENSMUSG00000031220	Awat2	0.002221019	-1.491809323	protein_coding	Downregulated	protein_coding
ENSMUSG00000031227	Magee1	0.000667707	1.911046103	protein_coding	Upregulated	protein_coding
ENSMUSG00000031284	Pak3	0.000437364	3.294340569	protein_coding	Upregulated	protein_coding
ENSMUSG00000031297	Slc7a3	0.021012156	1.423947134	protein_coding	Upregulated	protein_coding
ENSMUSG00000031303	Map3k15	0.000306437	1.17189603	protein_coding	Upregulated	protein_coding
ENSMUSG00000031327	Chic1	0.028493517	1.130615191	protein_coding	Upregulated	protein_coding
ENSMUSG00000031328	Flna	2.06E-16	2.127007739	protein_coding	Upregulated	protein_coding
ENSMUSG00000031337	Mtm1	2.71E-07	-1.127666788	protein_coding	Downregulated	protein_coding
ENSMUSG00000031349	Nsdhl	4.95E-08	-1.432243731	protein_coding	Downregulated	protein_coding
ENSMUSG00000031351	Zfp185	4.16E-05	2.20733829	protein_coding	Upregulated	protein_coding
ENSMUSG00000031353	Rbbp7	4.34E-06	-1.056998973	protein_coding	Downregulated	protein_coding
ENSMUSG00000031367	Ap1s2	0.003434154	1.548350527	protein_coding	Upregulated	protein_coding
ENSMUSG00000031372	Trex2	1.40E-12	2.859408316	protein_coding	Upregulated	protein_coding
ENSMUSG00000031373	Car5b	0.00024415	1.944249024	protein_coding	Upregulated	protein_coding
ENSMUSG00000031375	Bgn	0.018922278	3.612675617	protein_coding	Upregulated	protein_coding
ENSMUSG00000031377	Bmx	0.010397363	1.495135655	protein_coding	Upregulated	protein_coding
ENSMUSG00000031378	Abcd1	1.09E-06	-1.652522949	protein_coding	Downregulated	protein_coding
ENSMUSG00000031381	Piga	5.35E-09	-1.504768216	protein_coding	Downregulated	protein_coding
ENSMUSG00000031387	Renbp	2.12E-14	3.071652878	protein_coding	Upregulated	protein_coding
ENSMUSG00000031391	L1cam	1.60E-08	-1.409984888	protein_coding	Downregulated	protein_coding
ENSMUSG00000031428	Zcchc18	0.000495514	4.354148329	protein_coding	Upregulated	protein_coding
ENSMUSG00000031441	Atp11a	2.66E-08	1.57906616	protein_coding	Upregulated	protein_coding
ENSMUSG00000031442	Mcf2l	1.03E-12	1.875741262	protein_coding	Upregulated	protein_coding
ENSMUSG00000031444	F10	0.000296625	-2.630913946	protein_coding	Downregulated	protein_coding
ENSMUSG00000031445	Proz	2.57E-20	-4.638416477	protein_coding	Downregulated	protein_coding
ENSMUSG00000031448	Adprhl1	4.85E-08	-3.648831196	protein_coding	Downregulated	protein_coding
ENSMUSG00000031451	Gas6	0.000314806	-1.445123677	protein_coding	Downregulated	protein_coding
ENSMUSG00000031453	Rasa3	0.000515557	-1.179571338	protein_coding	Downregulated	protein_coding
ENSMUSG00000031482	Slc25a15	6.45E-19	-2.434423885	protein_coding	Downregulated	protein_coding
ENSMUSG00000031493	Ggn	0.002241029	2.037491071	protein_coding	Upregulated	protein_coding
ENSMUSG00000031502	Col4a1	5.36E-08	3.925137955	protein_coding	Upregulated	protein_coding
ENSMUSG00000031503	Col4a2	2.74E-09	4.185194451	protein_coding	Upregulated	protein_coding
ENSMUSG00000031520	Vegfc	0.023571558	-1.531691998	protein_coding	Downregulated	protein_coding
ENSMUSG00000031521	Aga	5.06E-07	1.089901148	protein_coding	Upregulated	protein_coding
ENSMUSG00000031532	Saraf	4.38E-14	1.396748336	protein_coding	Upregulated	protein_coding
ENSMUSG00000031533	Mrps31	1.85E-10	-1.207087282	protein_coding	Downregulated	protein_coding
ENSMUSG00000031538	Plat	2.96E-08	1.868853504	protein_coding	Upregulated	protein_coding
ENSMUSG00000031539	Ap3m2	0.000629859	1.247511007	protein_coding	Upregulated	protein_coding
ENSMUSG00000031557	Plekha2	1.86E-16	-3.065986048	protein_coding	Downregulated	protein_coding
ENSMUSG00000031558	Slit2	1.68E-12	-2.865542731	protein_coding	Downregulated	protein_coding
ENSMUSG00000031561	Tenm3	0.001854446	2.420644416	protein_coding	Upregulated	protein_coding
ENSMUSG00000031562	Dctd	0.002901412	-1.1187039	protein_coding	Downregulated	protein_coding
ENSMUSG00000031576	Kcnu1	0.008145672	1.245845531	protein_coding	Upregulated	protein_coding
ENSMUSG00000031584	Gsr	1.01E-05	-1.180052629	protein_coding	Downregulated	protein_coding
ENSMUSG00000031586	Rbpms	0.00014749	2.040939286	protein_coding	Upregulated	protein_coding
ENSMUSG00000031595	Pdgfrl	7.05E-08	2.985780919	protein_coding	Upregulated	protein_coding
ENSMUSG00000031617	Tmem184c	1.87E-06	3.065075193	protein_coding	Upregulated	protein_coding
ENSMUSG00000031626	Sorbs2	0.005040249	1.009585272	protein_coding	Upregulated	protein_coding
ENSMUSG00000031629	Cenpu	0.0035866	-1.311826806	protein_coding	Downregulated	protein_coding
ENSMUSG00000031635	Anxa10	0.000574884	2.728037704	protein_coding	Upregulated	protein_coding
ENSMUSG00000031637	Lrp2bp	1.23E-08	-3.04261088	protein_coding	Downregulated	protein_coding
ENSMUSG00000031644	Nek1	1.49E-06	-1.008557062	protein_coding	Downregulated	protein_coding
ENSMUSG00000031647	Mfap3l	0.029100191	1.38068396	protein_coding	Upregulated	protein_coding
ENSMUSG00000031661	Nkd1	7.26E-11	5.458151161	protein_coding	Upregulated	protein_coding
ENSMUSG00000031668	Eif2ak3	7.26E-10	1.550277782	protein_coding	Upregulated	protein_coding
ENSMUSG00000031698	Mylk3	4.59E-12	-3.624061082	protein_coding	Downregulated	protein_coding
ENSMUSG00000031712	Il15	1.03E-05	-2.051662006	protein_coding	Downregulated	protein_coding
ENSMUSG00000031725	Ces1f	1.70E-05	-3.006583511	protein_coding	Downregulated	protein_coding
ENSMUSG00000031732	Phlpp2	0.000341555	-1.017508269	protein_coding	Downregulated	protein_coding
ENSMUSG00000031748	Gnao1	1.49E-22	3.430613527	protein_coding	Upregulated	protein_coding
ENSMUSG00000031749	St3gal2	7.04E-06	3.323083685	protein_coding	Upregulated	protein_coding
ENSMUSG00000031750	Il34	0.037869953	-1.788572307	protein_coding	Downregulated	protein_coding
ENSMUSG00000031760	Mt3	5.53E-06	1.75269423	protein_coding	Upregulated	protein_coding
ENSMUSG00000031762	Mt2	4.76E-14	-2.46222585	protein_coding	Downregulated	protein_coding
ENSMUSG00000031765	Mt1	5.76E-06	-1.806306658	protein_coding	Downregulated	protein_coding
ENSMUSG00000031767	Nudt7	0.007023261	-1.109929478	protein_coding	Downregulated	protein_coding
ENSMUSG00000031770	Herpud1	5.12E-13	1.336617894	protein_coding	Upregulated	protein_coding
ENSMUSG00000031782	Coq9	4.93E-05	-1.078616096	protein_coding	Downregulated	protein_coding
ENSMUSG00000031785	Adgrg1	0.000885304	1.144641117	protein_coding	Upregulated	protein_coding
ENSMUSG00000031788	Kifc3	0.015171404	-1.42799731	protein_coding	Downregulated	protein_coding
ENSMUSG00000031790	Mmp15	4.89E-12	1.603817712	protein_coding	Upregulated	protein_coding
ENSMUSG00000031791	Tmem38a	2.31E-16	2.394706096	protein_coding	Upregulated	protein_coding
ENSMUSG00000031824	6430548M08Rik	2.15E-05	1.153278489	protein_coding	Upregulated	protein_coding
ENSMUSG00000031827	Cotl1	7.31E-05	-1.093189004	protein_coding	Downregulated	protein_coding
ENSMUSG00000031831	Dnaaf1	0.040855651	-1.159583966	protein_coding	Downregulated	protein_coding
ENSMUSG00000031833	Mast3	0.043339484	-1.284670571	protein_coding	Downregulated	protein_coding
ENSMUSG00000031838	Ifi30	0.000903529	-1.458255484	protein_coding	Downregulated	protein_coding
ENSMUSG00000031841	Cdh13	1.52E-11	5.45780441	protein_coding	Upregulated	protein_coding
ENSMUSG00000031845	Bco1	2.34E-05	-2.448752638	protein_coding	Downregulated	protein_coding
ENSMUSG00000031853	BC021891	2.80E-07	-1.136056985	protein_coding	Downregulated	protein_coding
ENSMUSG00000031875	Cmtm3	0.000101892	2.957212717	protein_coding	Upregulated	protein_coding
ENSMUSG00000031877	Ces2g	1.12E-13	-1.830953456	protein_coding	Downregulated	protein_coding
ENSMUSG00000031880	Rrad	7.90E-09	3.906704687	protein_coding	Upregulated	protein_coding
ENSMUSG00000031881	Cdh16	1.41E-07	4.270688215	protein_coding	Upregulated	protein_coding
ENSMUSG00000031886	Ces2e	1.90E-27	-4.227021975	protein_coding	Downregulated	protein_coding
ENSMUSG00000031891	Hsd11b2	3.53E-12	-2.599315018	protein_coding	Downregulated	protein_coding
ENSMUSG00000031902	Nfatc3	2.58E-05	-1.058729255	protein_coding	Downregulated	protein_coding
ENSMUSG00000031903	Pla2g15	1.16E-08	1.703537559	protein_coding	Upregulated	protein_coding
ENSMUSG00000031907	Zfp90	0.00015772	1.064110007	protein_coding	Upregulated	protein_coding
ENSMUSG00000031919	Tmed6	7.39E-39	2.737977597	protein_coding	Upregulated	protein_coding
ENSMUSG00000031925	Maml2	0.000155954	1.833520777	protein_coding	Upregulated	protein_coding
ENSMUSG00000031937	Vstm5	0.00022102	-1.185635728	protein_coding	Downregulated	protein_coding
ENSMUSG00000031951	Tmem231	1.64E-06	1.561054443	protein_coding	Upregulated	protein_coding
ENSMUSG00000031957	Ctrb1	2.18E-21	-4.460194538	protein_coding	Downregulated	protein_coding
ENSMUSG00000031972	Acta1	0.00067621	2.181267053	protein_coding	Upregulated	protein_coding
