Human.Uniprot	Human.Ensembl	Mouse.Uniprot	Mouse.Ensembl	Hum.gene.syb
P14151	ENSG00000188404	P18337	ENSMUSG00000026581	SELL
O15245	ENSG00000175003	O08966	ENSMUSG00000023829	SLC22A1
Q86UN3	ENSG00000186907	Q7M6Z0	ENSMUSG00000050896	RTN4RL2
Q8NHS4	ENSG00000162994	Q5M6W3	ENSMUSG00000020461	CLHC1
P63279	ENSG00000103275	P63280	ENSMUSG00000015120	UBE2I
Q58WW2	ENSG00000143164	Q9DC22	ENSMUSG00000026571	DCAF6
P17735	ENSG00000198650	Q8QZR1	ENSMUSG00000001670	TAT
Q8NGS4	ENSG00000186881	Q7TS18	ENSMUSG00000089717	OR13F1
Q8N1G1	ENSG00000079313	Q7TT28	ENSMUSG00000047417	REXO1
Q14507	ENSG00000181562	Q8K0E4	ENSMUSG00000072575	EDDM3A
P49760	ENSG00000261893	O35491	ENSMUSG00000068917	CLK2
P49760	ENSG00000176444	O35491	ENSMUSG00000068917	CLK2
Q6FI81	ENSG00000005194	Q8WTY4	ENSMUSG00000031781	CIAPIN1
P05204	ENSG00000198830	P09602	ENSMUSG00000003038	HMGN2
Q9NP59	ENSG00000138449	Q9JHI9	ENSMUSG00000025993	SLC40A1
P61970	ENSG00000102898	P61971	ENSMUSG00000008450	NUTF2
P61970	ENSG00000102898	P61971	ENSMUSG00000071497	NUTF2
Q16772	ENSG00000174156	E9Q6L7	ENSMUSG00000074179	GSTA3
Q9Y6G5	ENSG00000145781	Q8JZY2	ENSMUSG00000042705	COMMD10
P60852	ENSG00000149506	Q62005	ENSMUSG00000024734	ZP1
P47972	ENSG00000106236	O70340	ENSMUSG00000059991	NPTX2
Q16816	ENSG00000164776	P07934	ENSMUSG00000025537	PHKG1
Q8NH55	ENSG00000277932	Q8VG26	ENSMUSG00000073913	OR52E5
Q6P2M8	ENSG00000130822	Q9QYK9	ENSMUSG00000002012	PNCK
Q8N5W9	ENSG00000183688	Q5SVD0	ENSMUSG00000020846	RFLNB
Q8N5W9	ENSG00000283979	Q5SVD0	ENSMUSG00000020846	RFLNB
A8K830	ENSG00000214290	F8VPY8	ENSMUSG00000079559	COLCA2
Q6IS24	ENSG00000185274	Q7TT15	ENSMUSG00000034040	GALNT17
Q9BTV7	ENSG00000149679	Q8K3M5	ENSMUSG00000038990	CABLES2
O15164	ENSG00000122779	Q64127	ENSMUSG00000029833	TRIM24
P24557	ENSG00000059377	P36423	ENSMUSG00000029925	TBXAS1
O75695	ENSG00000102218	Q9EPK2	ENSMUSG00000060090	RP2
P61604	ENSG00000115541	Q64433	ENSMUSG00000073676	HSPE1
Q9UK00	ENSG00000088543	Q8BGK9	ENSMUSG00000037977	C3orf18
Q9Y6A4	ENSG00000070761	Q8BTU1	ENSMUSG00000031796	CFAP20
Q8NAA5	ENSG00000181350	Q7TSF4	ENSMUSG00000046417	LRRC75A
Q96B67	ENSG00000113369	Q7TPQ9	ENSMUSG00000074794	ARRDC3
Q8NAU1	ENSG00000160097	Q8K4Z2	ENSMUSG00000001334	FNDC5
Q495T6	ENSG00000277131	Q9JLI3	ENSMUSG00000058183	MMEL1
Q495T6	ENSG00000142606	Q9JLI3	ENSMUSG00000058183	MMEL1
Q92608	ENSG00000134516	Q8C3J5	ENSMUSG00000020143	DOCK2
Q86UX6	ENSG00000165752	Q8QZV4	ENSMUSG00000015981	STK32C
Q86UX6	ENSG00000165752	Q8QZV4	ENSMUSG00000111536	STK32C
Q8NGB2	ENSG00000176540	Q8VGN9	ENSMUSG00000042894	OR4C5
P78329	ENSG00000186115	Q9EP75	ENSMUSG00000024292	CYP4F2
Q8IZC6	ENSG00000196739	Q5QNQ9	ENSMUSG00000045672	COL27A1
Q15477	ENSG00000232616	Q6NZR5	ENSMUSG00000040356	SKIV2L
Q15477	ENSG00000225737	Q6NZR5	ENSMUSG00000040356	SKIV2L
Q15477	ENSG00000204351	Q6NZR5	ENSMUSG00000040356	SKIV2L
Q15477	ENSG00000223493	Q6NZR5	ENSMUSG00000040356	SKIV2L
Q15477	ENSG00000206353	Q6NZR5	ENSMUSG00000040356	SKIV2L
Q15477	ENSG00000228896	Q6NZR5	ENSMUSG00000040356	SKIV2L
P16234	ENSG00000134853	P26618	ENSMUSG00000029231	PDGFRA
Q9Y2K1	ENSG00000126804	Q91VL9	ENSMUSG00000033454	ZBTB1
Q7Z739	ENSG00000185728	Q8BYK6	ENSMUSG00000047213	YTHDF3
P60520	ENSG00000034713	P60521	ENSMUSG00000031950	GABARAPL2
O43242	ENSG00000108344	P14685	ENSMUSG00000017221	PSMD3
Q9NYW0	ENSG00000121318	Q7M725	ENSMUSG00000053389	TAS2R10
Q9NYW0	ENSG00000277238	Q7M725	ENSMUSG00000053389	TAS2R10
Q9NYW0	ENSG00000272805	Q7M725	ENSMUSG00000053389	TAS2R10
P06239	ENSG00000182866	P06240	ENSMUSG00000000409	LCK
Q6P0N0	ENSG00000129534	Q80WQ8	ENSMUSG00000047534	MIS18BP1
Q9BRT3	ENSG00000141741	Q9CQ86	ENSMUSG00000002580	MIEN1
P21397	ENSG00000189221	Q64133	ENSMUSG00000025037	MAOA
P01286	ENSG00000118702	P16043	ENSMUSG00000027643	GHRH
P43080	ENSG00000048545	P43081	ENSMUSG00000023982	GUCA1A
Q9HCH0	ENSG00000167566	Q6GQX2	ENSMUSG00000023009	NCKAP5L
Q6PJF5	ENSG00000129667	Q80WQ6	ENSMUSG00000020806	RHBDF2
Q9P2R7	ENSG00000136143	Q9Z2I9	ENSMUSG00000022110	SUCLA2
C9J1S8	ENSG00000233802	P86449	ENSMUSG00000067399	TRIM49D2; TRIM49D1
C9J1S8	ENSG00000223417	P86449	ENSMUSG00000067399	TRIM49D2; TRIM49D1
Q9Y5E4	ENSG00000113209	Q91XZ4	ENSMUSG00000051678	PCDHB5
Q9H930	ENSG00000185404	Q6NSQ5	ENSMUSG00000070031	SP140L
Q7RTT5	ENSG00000187754	B1AY40	ENSMUSG00000079703	SSX7
A0PJK1	ENSG00000154025	Q5SWY8	ENSMUSG00000042371	SLC5A10
Q8N661	ENSG00000180089	Q497J1	ENSMUSG00000045282	TMEM86B
Q9Y6N3	ENSG00000153923	Q3UTT3	ENSMUSG00000074196	CLCA3P
P49753	ENSG00000119673	Q9QYR9	ENSMUSG00000021226	ACOT2
Q8WX93	ENSG00000129116	Q9ET54	ENSMUSG00000058056	PALLD
P01568	ENSG00000137080	Q810G1	ENSMUSG00000078355	IFNA21
A7MBM2	ENSG00000140323	Q8CIP5	ENSMUSG00000040035	DISP2
P62877	ENSG00000100387	P62878	ENSMUSG00000022400	RBX1
Q7Z3C6	ENSG00000198925	Q68FE2	ENSMUSG00000033124	ATG9A
P55085	ENSG00000164251	P55086	ENSMUSG00000021678	F2RL1
Q8TF50	ENSG00000167625	Q8BI66	ENSMUSG00000046541	ZNF526
O00560	ENSG00000137575	O08992	ENSMUSG00000028249	SDCBP
Q8TAQ2	ENSG00000139613	Q6PDG5	ENSMUSG00000025369	SMARCC2
O00178	ENSG00000100226	O08582	ENSMUSG00000042535	GTPBP1
P49763	ENSG00000119630	P49764	ENSMUSG00000004791	PGF
P11217	ENSG00000068976	Q9WUB3	ENSMUSG00000106877	PYGM
P11217	ENSG00000068976	Q9WUB3	ENSMUSG00000032648	PYGM
Q8WZ84	ENSG00000196341	Q7TRB7	ENSMUSG00000047667	OR8D1
A6NJS3	-	P01751	-	-
Q8IXM2	ENSG00000258315	Q9DCT6	ENSMUSG00000020831	BAP18
Q7Z3Z2	ENSG00000198570	Q8BRE0	ENSMUSG00000111723	RD3
Q7Z3Z2	ENSG00000198570	Q8BRE0	ENSMUSG00000049353	RD3
Q8NGB6	ENSG00000274102	Q8VFT4	ENSMUSG00000045306	OR4M2
Q5H8A4	ENSG00000174227	D3Z3Y1	ENSMUSG00000029263	PIGG
P21399	ENSG00000122729	P28271	ENSMUSG00000028405	ACO1
P43007	ENSG00000115902	O35874	ENSMUSG00000020142	SLC1A4
Q8NB16	ENSG00000168404	Q9D2Y4	ENSMUSG00000012519	MLKL
A6NKG5	ENSG00000254656	Q7M732	ENSMUSG00000098639	RTL1
A6NKG5	ENSG00000254656	Q7M732	ENSMUSG00000085925	RTL1
Q9C093	ENSG00000152582	Q8C9J3	ENSMUSG00000072663	SPEF2
Q9NRX5	ENSG00000111897	Q9QZI8	ENSMUSG00000019877	SERINC1
Q92802	ENSG00000244754	Q8JZS6	ENSMUSG00000029655	N4BP2L2
Q969T3	ENSG00000124104	Q3UR97	ENSMUSG00000050373	SNX21
P22891	ENSG00000126231	Q9CQW3	ENSMUSG00000031445	PROZ
Q8NH40	ENSG00000181803	E9Q0Z1	ENSMUSG00000035932	OR6S1
Q9Y678	ENSG00000181789	Q9QZE5	ENSMUSG00000030058	COPG1
O94868	ENSG00000137478	Q3USJ8	ENSMUSG00000030691	FCHSD2
O94818	ENSG00000101746	P60954	ENSMUSG00000041923	NOL4
Q9UGQ3	ENSG00000281165	Q3UDF0	ENSMUSG00000036067	SLC2A6
Q9UGQ3	ENSG00000160326	Q3UDF0	ENSMUSG00000036067	SLC2A6
Q96LP6	ENSG00000179088	E9Q9Q5	ENSMUSG00000047129	C12orf42
Q969X1	ENSG00000135926	Q8BJZ3	ENSMUSG00000006301	TMBIM1
A8MZH6	ENSG00000214788	Q925U0	ENSMUSG00000041857	OOSP1
P41214	ENSG00000143486	Q61211	ENSMUSG00000026427	EIF2D
Q8NCG5	ENSG00000140835	Q9R1I1	ENSMUSG00000035930	CHST4
O75083	ENSG00000071127	O88342	ENSMUSG00000005103	WDR1
Q9UJD0	ENSG00000117016	Q80U57	ENSMUSG00000032890	RIMS3
P21817	ENSG00000196218	E9PZQ0	ENSMUSG00000030592	RYR1
Q96AQ9	ENSG00000185519	A2ADB2	ENSMUSG00000006218	FAM131C
Q9NV70	ENSG00000090989	Q8R3S6	ENSMUSG00000036435	EXOC1
Q9BXW9	ENSG00000144554	Q80V62	ENSMUSG00000034023	FANCD2
Q7Z443	ENSG00000277481	Q2EG98	ENSMUSG00000048827	PKD1L3
A6NJ16	-	P18533	-	-
Q6ZUI0	ENSG00000188001	Q8CB49	ENSMUSG00000048399	TPRG1
Q9BYR6	ENSG00000212899	Q9D7P0	ENSMUSG00000069722	KRTAP3-3
Q9BYR6	ENSG00000263101	Q9D7P0	ENSMUSG00000069722	KRTAP3-3
Q8WXF0	ENSG00000154548	Q8C8K3	ENSMUSG00000054679	SRSF12
P0CAP1	ENSG00000137878	Q3UIJ9	ENSMUSG00000041361	MYZAP
P0CAP1	ENSG00000263155	Q3UIJ9	ENSMUSG00000041361	MYZAP
P0CAP1	ENSG00000255529	Q3UIJ9	ENSMUSG00000041361	MYZAP
Q8IU81	ENSG00000170604	Q8R3Y8	ENSMUSG00000044030	IRF2BP1
Q13228	ENSG00000143416	P17563	ENSMUSG00000068874	SELENBP1
O00398	ENSG00000078589	Q8BFU7	ENSMUSG00000050921	P2RY10
P28066	ENSG00000143106	Q9Z2U1	ENSMUSG00000068749	PSMA5
Q6ZT52	ENSG00000183114	A2AM80	ENSMUSG00000078235	FAM43B
P63151	ENSG00000221914	Q6P1F6	ENSMUSG00000022052	PPP2R2A
Q9UKP6	ENSG00000181408	Q8VIH9	ENSMUSG00000039321	UTS2R
Q5JXC2	ENSG00000116691	A2A7Y5	ENSMUSG00000029022	MIIP
Q8N4Y2	ENSG00000177685	Q80ZJ8	ENSMUSG00000048200	CRACR2B
Q8NDH3	ENSG00000215440	Q6NSR8	ENSMUSG00000039263	NPEPL1
A6NFA1	ENSG00000269113	B1ATG9	ENSMUSG00000070867	TRABD2B
Q969V3	ENSG00000125912	Q8VCM8	ENSMUSG00000020238	NCLN
P43308	ENSG00000163479	Q9CPW5	ENSMUSG00000041355	SSR2
Q96DC8	ENSG00000134463	Q9D7J9	ENSMUSG00000039063	ECHDC3
Q6ZYL4	ENSG00000272047	Q8K2X8	ENSMUSG00000034345	GTF2H5
Q9H0L4	ENSG00000177613	Q8C7E9	ENSMUSG00000053536	CSTF2T
Q96KC8	ENSG00000136770	Q61712	ENSMUSG00000026740	DNAJC1
P41227	ENSG00000102030	Q9QY36	ENSMUSG00000031388	NAA10
Q96AZ6	ENSG00000172183	Q9JL16	ENSMUSG00000039236	ISG20
Q9UJ72	ENSG00000109511	Q9QZ10	ENSMUSG00000031635	ANXA10
Q9BWT1	ENSG00000144354	Q9D0M2	ENSMUSG00000055612	CDCA7
Q9NZB2	ENSG00000048828	Q6A0A9	ENSMUSG00000038014	FAM120A
Q86UQ4	ENSG00000179869	Q5SSE9	ENSMUSG00000004668	ABCA13
Q92565	ENSG00000136237	Q8C0Q9	ENSMUSG00000041992	RAPGEF5
Q8WTR7	ENSG00000142528	Q8BI67	ENSMUSG00000048012	ZNF473
O75347	ENSG00000171530	P48428	ENSMUSG00000042043	TBCA
Q8TBB5	ENSG00000104731	Q921I2	ENSMUSG00000040263	KLHDC4
P07477	ENSG00000204983	Q792Z1	ENSMUSG00000071521	PRSS1
P07477	ENSG00000274247	Q792Z1	ENSMUSG00000071521	PRSS1
Q9UI26	ENSG00000086200	Q8K2V6	ENSMUSG00000042590	IPO11
P18754	ENSG00000180198	Q8VE37	ENSMUSG00000028896	RCC1
Q9BYR2	ENSG00000198271	B1AQA8	ENSMUSG00000089724	KRTAP4-5
Q6J9G0	ENSG00000060140	Q6J9G1	ENSMUSG00000032899	STYK1
O00222	ENSG00000179603	P47743	ENSMUSG00000024211	GRM8
P99999	ENSG00000172115	G3UWG1	-	CYCS
Q96TA0	ENSG00000146001	Q91V48	ENSMUSG00000044022	PCDHB18P
Q86VZ5	ENSG00000198964	Q8VCQ6	ENSMUSG00000040451	SGMS1
Q13098	ENSG00000169727	Q99LD4	ENSMUSG00000025156	GPS1
P11168	ENSG00000163581	P14246	ENSMUSG00000027690	SLC2A2
P17693	ENSG00000235346	Q4KN81	ENSMUSG00000091705	HLA-G
P17693	ENSG00000237216	Q4KN81	ENSMUSG00000091705	HLA-G
P17693	ENSG00000276051	Q4KN81	ENSMUSG00000091705	HLA-G
P17693	ENSG00000204632	Q4KN81	ENSMUSG00000091705	HLA-G
P17693	ENSG00000235680	Q4KN81	ENSMUSG00000091705	HLA-G
P17693	ENSG00000230413	Q4KN81	ENSMUSG00000091705	HLA-G
P17693	ENSG00000233095	Q4KN81	ENSMUSG00000091705	HLA-G
P17693	ENSG00000206506	Q4KN81	ENSMUSG00000091705	HLA-G
P15407	ENSG00000175592	P48755	ENSMUSG00000024912	FOSL1
Q8IY50	ENSG00000183780	Q1LZI2	ENSMUSG00000057060	SLC35F3
A2VDJ0	ENSG00000121210	Q3U3D7	ENSMUSG00000033767	TMEM131L
Q96JA1	ENSG00000282243	P70193	ENSMUSG00000030029	LRIG1
Q96JA1	ENSG00000144749	P70193	ENSMUSG00000030029	LRIG1
Q8WTW4	ENSG00000114388	Q9WUE4	ENSMUSG00000010057	NPRL2
Q765P7	ENSG00000132613	Q6P9S0	ENSMUSG00000033763	MTSS1L
P0CB38	ENSG00000254535	G5E8X2	ENSMUSG00000090919	PABPC4L
P55317	ENSG00000129514	P35582	ENSMUSG00000035451	FOXA1
Q96PC2	ENSG00000161896	Q8BWD2	ENSMUSG00000024210	IP6K3
Q9NQ34	ENSG00000175348	Q9JJR8	ENSMUSG00000031021	TMEM9B
Q6AI39	ENSG00000112624	Q8CHH5	ENSMUSG00000036568	BICRAL
P39905	ENSG00000168621	P48540	ENSMUSG00000022144	GDNF
Q92614	ENSG00000196535	Q9JMH9	ENSMUSG00000000631	MYO18A
O60346	ENSG00000081913	Q8CHE4	ENSMUSG00000044340	PHLPP1
Q9UL25	ENSG00000080371	P35282	ENSMUSG00000020132	RAB21
Q9NWQ4	ENSG00000089916	Q6PE65	ENSMUSG00000021254	GPATCH2L
Q8NGL9	ENSG00000279514	Q3SXJ3	ENSMUSG00000075113	OR4C16
Q96CX6	ENSG00000163428	Q3UGP9	ENSMUSG00000034158	LRRC58
Q6GTS8	ENSG00000162877	Q8C165	ENSMUSG00000042251	PM20D1
Q96DG6	ENSG00000164237	Q8R1G2	ENSMUSG00000022235	CMBL
Q92536	ENSG00000103064	Q8BGK6	ENSMUSG00000031904	SLC7A6
Q9Y2C4	ENSG00000157036	Q8C163	ENSMUSG00000042787	EXOG
O60831	ENSG00000243279	Q9JIG8	ENSMUSG00000031149	PRAF2
Q30KQ7	ENSG00000214642	Q30KP5	ENSMUSG00000073735	DEFB113
Q8WYA0	ENSG00000122970	O35594	ENSMUSG00000029469	IFT81
Q96C23	ENSG00000143891	Q8K157	ENSMUSG00000035473	GALM
O76071	ENSG00000144021	Q99KN2	ENSMUSG00000003662	CIAO1
Q9NS69	ENSG00000100216	Q9CPQ3	ENSMUSG00000022427	TOMM22
Q9Y4X4	ENSG00000118922	O35738	ENSMUSG00000072294	KLF12
Q08708	ENSG00000167850	Q7TSN2	ENSMUSG00000044811	CD300C
Q86Y97	ENSG00000133247	Q6Q783	ENSMUSG00000059851	KMT5C
P42166	ENSG00000120802	Q61033	ENSMUSG00000019961	TMPO
Q0ZLH3	ENSG00000204311	Q0ZLH2	ENSMUSG00000075267	PJVK
P10997	ENSG00000121351	P12968	ENSMUSG00000041681	IAPP
Q96PP8	ENSG00000154451	Q8CFB4	ENSMUSG00000105504	GBP5
P11169	ENSG00000059804	P32037	ENSMUSG00000003153	SLC2A3
Q8WXF7	ENSG00000198513	Q8BH66	ENSMUSG00000021066	ATL1
Q9BYT5	ENSG00000214518	Q9D3H4	ENSMUSG00000060756	KRTAP2-2
Q9BYT5	ENSG00000214518	Q9D3H4	ENSMUSG00000057674	KRTAP2-2
Q9BYT5	ENSG00000214518	Q9D3H4	ENSMUSG00000058725	KRTAP2-2
Q9BYT5	ENSG00000262731	Q9D3H4	ENSMUSG00000060756	KRTAP2-2
Q9BYT5	ENSG00000262731	Q9D3H4	ENSMUSG00000057674	KRTAP2-2
Q9BYT5	ENSG00000262731	Q9D3H4	ENSMUSG00000058725	KRTAP2-2
P46777	ENSG00000122406	P47962	ENSMUSG00000058558	RPL5
P13497	ENSG00000168487	P98063	ENSMUSG00000022098	BMP1
P15382	ENSG00000180509	P23299	ENSMUSG00000039639	KCNE1
Q7Z419	ENSG00000137393	Q8BKD6	ENSMUSG00000038068	RNF144B
O75362	ENSG00000171940	Q3U0X6	ENSMUSG00000052056	ZNF217
Q5T1S8	ENSG00000184454	Q99JS0	ENSMUSG00000043924	NCMAP
Q99741	ENSG00000094804	O89033	ENSMUSG00000017499	CDC6
Q92599	ENSG00000164402	Q8CHH9	ENSMUSG00000018398	Sep-08
H3BVH4	-	A2CF17	-	-
Q8NH02	ENSG00000182783	M9MMK4	ENSMUSG00000064252	OR2T29
Q8N573	ENSG00000164830	Q4KMM3	ENSMUSG00000022307	OXR1
Q8NEV4	ENSG00000095777	Q8K3H5	ENSMUSG00000025716	MYO3A
O95810	ENSG00000168497	Q63918	ENSMUSG00000045954	CAVIN2
P24928	ENSG00000181222	P08775	ENSMUSG00000005198	POLR2A
Q9UKP4	ENSG00000136378	Q68SA9	ENSMUSG00000032363	ADAMTS7
Q9UNN5	ENSG00000185104	P54731	ENSMUSG00000010517	FAF1
Q9H9Q4	ENSG00000187736	Q3KNJ2	ENSMUSG00000026162	NHEJ1
Q9UDX3	ENSG00000133488	Q8R0F9	ENSMUSG00000019368	SEC14L4
O60256	ENSG00000141127	Q8R574	ENSMUSG00000020528	PRPSAP2
O43174	ENSG00000095596	O55127	ENSMUSG00000024987	CYP26A1
P25100	ENSG00000171873	P97714	ENSMUSG00000027335	ADRA1D
P36268	ENSG00000133475	Q60928	ENSMUSG00000006345	GGT2
P36268	ENSG00000100031	Q60928	ENSMUSG00000006345	GGT2
P59544	ENSG00000212126	Q7M721	ENSMUSG00000059382	TAS2R50
P59544	ENSG00000276167	Q7M721	ENSMUSG00000059382	TAS2R50
P59544	ENSG00000273431	Q7M721	ENSMUSG00000059382	TAS2R50
P17482	ENSG00000170689	P20615	ENSMUSG00000020875	HOXB9
Q8NDX2	ENSG00000179520	Q8BFU8	ENSMUSG00000019935	SLC17A8
Q9HCP0	ENSG00000169118	Q8BTH8	ENSMUSG00000032384	CSNK1G1
Q9BYQ6	ENSG00000212721	B1AQB0	ENSMUSG00000078261	KRTAP4-11
Q9BYQ6	ENSG00000263229	B1AQB0	ENSMUSG00000078261	KRTAP4-11
P27487	ENSG00000197635	P28843	ENSMUSG00000035000	DPP4
P55017	ENSG00000070915	P59158	ENSMUSG00000031766	SLC12A3
O95749	ENSG00000152904	Q9WTN0	ENSMUSG00000021302	GGPS1
O15520	ENSG00000070193	O35565	ENSMUSG00000021732	FGF10
Q8N1G0	ENSG00000143373	Q9D2D7	ENSMUSG00000019338	ZNF687
P35590	ENSG00000066056	Q06806	ENSMUSG00000033191	TIE1
P82664	ENSG00000048544	Q80ZK0	ENSMUSG00000034729	MRPS10
Q9UKQ2	ENSG00000042980	Q9JLN6	ENSMUSG00000014725	ADAM28
Q8TAM6	ENSG00000136541	Q5EBJ4	ENSMUSG00000026830	ERMN
P20853	ENSG00000198077	P20852	ENSMUSG00000005547	CYP2A7
Q6IE36	ENSG00000275428	Q3UU35	ENSMUSG00000047228	OVOS2
Q6IE36	ENSG00000177359	Q3UU35	ENSMUSG00000047228	OVOS2
Q9BRQ8	ENSG00000042286	Q8BUE4	ENSMUSG00000020085	AIFM2
Q9H0E9	ENSG00000112983	Q8R3B7	ENSMUSG00000003778	BRD8
Q9Y2L8	ENSG00000196652	Q9Z1D8	ENSMUSG00000055991	ZKSCAN5
Q15831	ENSG00000118046	Q9WTK7	ENSMUSG00000003068	STK11
Q99445	ENSG00000104499	G5E8L7	ENSMUSG00000068600	GML
Q9HCS2	ENSG00000186204	Q9EP75	ENSMUSG00000024292	CYP4F12
Q86YW5	ENSG00000161911	Q8K558	ENSMUSG00000023993	TREML1
Q8IYG6	ENSG00000161328	Q8K375	ENSMUSG00000038637	LRRC56
Q8IYG6	ENSG00000273831	Q8K375	ENSMUSG00000038637	LRRC56
Q9H6T3	ENSG00000005175	Q9D706	ENSMUSG00000022466	RPAP3
O95970	ENSG00000108231	Q9JIA1	ENSMUSG00000067242	LGI1
O95819	ENSG00000071054	P97820	ENSMUSG00000026074	MAP4K4
Q9BSA4	ENSG00000141540	Q3TH73	ENSMUSG00000034714	TTYH2
P52895	ENSG00000151632	Q8VC77	ENSMUSG00000054757	AKR1C2
Q01546	ENSG00000185069	Q3UV17	ENSMUSG00000075402	KRT76
Q6P2I3	ENSG00000144199	Q3TC72	ENSMUSG00000027371	FAHD2B
O14732	ENSG00000141401	Q91UZ5	ENSMUSG00000024525	IMPA2
Q15004	ENSG00000166803	Q9CQX4	ENSMUSG00000040204	PCLAF
Q9UG01	ENSG00000138002	Q6VH22	ENSMUSG00000038564	IFT172
Q6TDP4	ENSG00000187961	Q6TDP3	ENSMUSG00000078485	KLHL17
Q9H6X2	ENSG00000169604	Q9CZ52	ENSMUSG00000033420	ANTXR1
Q9HB21	ENSG00000107679	Q8BUL6	ENSMUSG00000040268	PLEKHA1
O15496	ENSG00000069764	Q9QXX3	ENSMUSG00000022683	PLA2G10
O15496	ENSG00000276870	Q9QXX3	ENSMUSG00000022683	PLA2G10
Q96DT0	ENSG00000133317	Q91VD1	ENSMUSG00000024972	LGALS12
O15060	ENSG00000166860	Q6PDK0	ENSMUSG00000044617	ZBTB39
P08865	ENSG00000168028	P14206	ENSMUSG00000032518	RPSA
Q16385	ENSG00000268447	Q6XAS2	ENSMUSG00000071816	SSX2; SSX2B
Q16385	ENSG00000241476	Q6XAS2	ENSMUSG00000071816	SSX2; SSX2B
Q8NEV8	ENSG00000110723	Q0VAV2	ENSMUSG00000034584	EXPH5
Q6FIF0	ENSG00000086666	Q9DCH6	ENSMUSG00000030629	ZFAND6
Q03692	ENSG00000123500	Q05306	ENSMUSG00000039462	COL10A1
P01569	ENSG00000147873	Q810G3	ENSMUSG00000095896	IFNA5
F8WEG0	-	Q8CDT5	ENSMUSG00000022993	-
Q17RM4	ENSG00000135637	Q8CAI1	ENSMUSG00000107499	CCDC142
Q92824	ENSG00000099139	Q04592	ENSMUSG00000024713	PCSK5
P18859	ENSG00000154723	P97450	ENSMUSG00000022890	ATP5J
Q7RTU1	ENSG00000163792	Q9JLR5	ENSMUSG00000006642	TCF23
A3QJZ6	ENSG00000277853	Q9D2F1	ENSMUSG00000028591	PRAMEF22
Q9GZP0	ENSG00000170962	Q925I7	ENSMUSG00000032006	PDGFD
Q07869	ENSG00000186951	P23204	ENSMUSG00000022383	PPARA
Q9NVM6	ENSG00000104129	Q91WT4	ENSMUSG00000034278	DNAJC17
O15403	ENSG00000108932	B1AT66	ENSMUSG00000041920	SLC16A6
Q14156	ENSG00000132294	Q8BG67	ENSMUSG00000015002	EFR3A
P01891	ENSG00000229215	O19441	ENSMUSG00000079507	HLA-A
P01891	ENSG00000231834	O19441	ENSMUSG00000079507	HLA-A
P01891	ENSG00000224320	O19441	ENSMUSG00000079507	HLA-A
P01891	ENSG00000235657	O19441	ENSMUSG00000079507	HLA-A
P01891	ENSG00000206503	O19441	ENSMUSG00000079507	HLA-A
P01891	ENSG00000227715	O19441	ENSMUSG00000079507	HLA-A
P01891	ENSG00000206505	O19441	ENSMUSG00000079507	HLA-A
P01891	ENSG00000223980	O19441	ENSMUSG00000079507	HLA-A
Q9NUB1	ENSG00000154930	Q99NB1	ENSMUSG00000027452	ACSS1
Q9UBK9	ENSG00000126756	Q9WTZ0	ENSMUSG00000001134	UXT
F5GW92	-	J3QNS6	-	-
P23435	ENSG00000102924	Q9R171	ENSMUSG00000031654	CBLN1
Q16385	ENSG00000268447	Q9CPU1	ENSMUSG00000079705	SSX2; SSX2B
Q16385	ENSG00000241476	Q9CPU1	ENSMUSG00000079705	SSX2; SSX2B
Q86TL2	ENSG00000213533	Q3UF25	ENSMUSG00000006526	STIMATE
Q96MK2	ENSG00000042062	A1L3T7	ENSMUSG00000074577	RIPOR3
Q9P1P5	ENSG00000146378	Q5QD17	ENSMUSG00000059763	TAAR2
Q9UJU2	ENSG00000138795	P27782	ENSMUSG00000027985	LEF1
Q9NW15	ENSG00000160746	Q8BH79	ENSMUSG00000037949	ANO10
A5YM72	ENSG00000172508	Q6ZPS2	ENSMUSG00000075289	CARNS1
A5YM72	ENSG00000172508	Q6ZPS2	ENSMUSG00000097064	CARNS1
Q9NPB3	ENSG00000167791	Q9JLK4	ENSMUSG00000097733	CABP2
Q9NPB3	ENSG00000167791	Q9JLK4	ENSMUSG00000024857	CABP2
Q00587	ENSG00000128283	Q91W92	ENSMUSG00000049521	CDC42EP1
Q96A11	ENSG00000175229	P61315	ENSMUSG00000047658	GAL3ST3
Q9H4S2	ENSG00000169840	P31315	ENSMUSG00000053129	GSX1
Q92673	ENSG00000137642	O88307	ENSMUSG00000049313	SORL1
Q96D53	ENSG00000123815	Q566J8	ENSMUSG00000003762	COQ8B
Q07108	ENSG00000110848	P37217	ENSMUSG00000030156	CD69
O43497	ENSG00000006283	Q5SUF7	ENSMUSG00000020866	CACNA1G
Q8NCC3	ENSG00000103066	Q8VEB4	ENSMUSG00000031903	PLA2G15
O00488	ENSG00000142684	Q9DB42	ENSMUSG00000028840	ZNF593
O43379	ENSG00000075702	Q3U3T8	ENSMUSG00000037020	WDR62
O60391	ENSG00000116032	Q91ZU9	ENSMUSG00000035745	GRIN3B
A4QMS7	ENSG00000215217	Q9DAR0	ENSMUSG00000021534	C5orf49
P28223	ENSG00000102468	P35363	ENSMUSG00000034997	HTR2A
Q9ULX6	ENSG00000011243	Q9R0L7	ENSMUSG00000002625	AKAP8L
Q52M93	ENSG00000245680	P10077	ENSMUSG00000062040	ZNF585B
