Human Uniprot	Human Ensembl	Mouse Uniprot	Mouse Ensembl
Q9NWZ5	ENSG00000198276	Q91YL3	ENSMUSG00000089917
Q14129	ENSG00000183628; ENSG00000278817	O35347	ENSMUSG00000111647; ENSMUSG00000003531
Q13405	ENSG00000149792	Q9CQ40	ENSMUSG00000007338
E7ENX8	-	P36371	ENSMUSG00000024339
Q8NHV9	ENSG00000101883	Q810N8	ENSMUSG00000051038
Q8N3R9	ENSG00000072415	Q9JLB2	ENSMUSG00000021112
O95239	ENSG00000090889	P33174	ENSMUSG00000034311
Q9BXM9	ENSG00000106701	Q8BYN5	ENSMUSG00000054752
Q8NHH1	ENSG00000175764	A4Q9F4	ENSMUSG00000026885
P60372	ENSG00000215454	J3QMW1	ENSMUSG00000095721
P33241	ENSG00000130592	P19973	ENSMUSG00000018819
Q96EV8	ENSG00000047579	Q91WZ8	ENSMUSG00000057531
Q9Y2I7	ENSG00000115020	Q9Z1T6	ENSMUSG00000025949
Q9Y3Z3	ENSG00000101347	Q60710	ENSMUSG00000027639
Q9H5I5	ENSG00000154864	Q8CD54	ENSMUSG00000041482
Q9Y2C5	ENSG00000146039	Q5NCM1	ENSMUSG00000021336
P51800	ENSG00000186510	Q9WUB6	ENSMUSG00000006216
Q9BY12	ENSG00000140386	F8VQ70	ENSMUSG00000034007
Q8TDF5	ENSG00000166342	Q8R4I7	ENSMUSG00000050321
Q16512	ENSG00000123143	P70268	ENSMUSG00000057672
Q8NHS0	ENSG00000179407	Q9QYI7	ENSMUSG00000048206
P17342	ENSG00000113389	P70180	ENSMUSG00000022206
Q9HCC0	ENSG00000275300; ENSG00000281742; ENSG00000131844	Q3ULD5	ENSMUSG00000021646
Q8N8X9	ENSG00000173212	Q8CI17	ENSMUSG00000044313
Q9H244	ENSG00000169313	Q9CPV9	ENSMUSG00000036353
Q15669	ENSG00000168421	Q9D3G9	ENSMUSG00000029204
Q9NYB5	ENSG00000139155	Q9ERB5	ENSMUSG00000030235
Q99719	ENSG00000184702	Q9Z2Q6	ENSMUSG00000072214
Q5VT99	ENSG00000162494	A2VDH3	ENSMUSG00000028584; ENSMUSG00000097351
Q5W0U4	ENSG00000119411	Q80YW5	ENSMUSG00000028392
P34903	ENSG00000011677	P26049	ENSMUSG00000031343
Q5THJ4	ENSG00000048707	B1ART2	ENSMUSG00000020220
P07305	ENSG00000189060	P10922	ENSMUSG00000096210
Q9UHD1	ENSG00000110172	Q9D1P4	ENSMUSG00000001774
Q9UKX2	ENSG00000125414	G3UW82	ENSMUSG00000033196
P01112	ENSG00000276536; ENSG00000174775	Q61411	ENSMUSG00000025499
Q9BQ52	ENSG00000006744	Q80Y81	ENSMUSG00000020549
P27169	ENSG00000005421	P52430	ENSMUSG00000002588
P57075	ENSG00000160185	Q3V3E1	ENSMUSG00000042345
O15525	ENSG00000197063	O54790	ENSMUSG00000051510
P61421	ENSG00000159720	P51863	ENSMUSG00000013160
Q53G59	ENSG00000117153	Q8BZM0	ENSMUSG00000026455
Q9UKY7	ENSG00000091527	Q4VAA2	ENSMUSG00000032803
Q99504	ENSG00000158161	P97480	ENSMUSG00000028886
Q8N5M1	ENSG00000171953	Q91YY4	ENSMUSG00000042709
Q9H040	ENSG00000010072	G3X912	ENSMUSG00000031986
Q8NEV9	ENSG00000197272	Q8K3I6	ENSMUSG00000044701
P28698	ENSG00000099326	A1L358	ENSMUSG00000030380
P59901	ENSG00000277092; ENSG00000274185; ENSG00000276798; ENSG00000239961	F8VQ94	ENSMUSG00000089942
Q8WVC0	ENSG00000166477	Q5XJE5	ENSMUSG00000042487
P09923	ENSG00000163295	P24822	-
P60410	ENSG00000187766	E9Q1M3	ENSMUSG00000096481
P60410	ENSG00000187766	J3QMD1	ENSMUSG00000096380
Q96DA2	ENSG00000155961	Q8BHC1	ENSMUSG00000031202
Q8NC06	ENSG00000181513	E9Q289	ENSMUSG00000056938
Q95604	ENSG00000233841; ENSG00000206435; ENSG00000228299; ENSG00000206452; ENSG00000237022; ENSG00000225691; ENSG00000204525	P14429	ENSMUSG00000060550
P58546	ENSG00000105887	P62774	ENSMUSG00000029840
Q14240	ENSG00000156976	P10630	ENSMUSG00000022884
Q9ULX3	ENSG00000141101	Q8BW10	ENSMUSG00000003848
Q3KRA9	ENSG00000239382	Q8K2U2	ENSMUSG00000042831
Q5SYC1	ENSG00000146352	Q8BG92	ENSMUSG00000019785
Q9UL42	ENSG00000240694	Q8BHK0	ENSMUSG00000046204
Q96N21	ENSG00000167302	Q3U3N6	ENSMUSG00000025377
P12277	ENSG00000166165	Q04447	ENSMUSG00000001270
O43405	ENSG00000100473	Q62507	ENSMUSG00000020953
Q5JYT7	ENSG00000149633	Q8BWG4	ENSMUSG00000037813
Q8NG41	ENSG00000183979	Q8K4P1	ENSMUSG00000044034
Q9H2C0	ENSG00000261609	Q8CA72	ENSMUSG00000052557
Q9HD15	ENSG00000213523	Q80VJ2	ENSMUSG00000006050
Q3MIT2	ENSG00000162927	Q9D3U0	ENSMUSG00000020280
Q9H3N1	ENSG00000139921	Q8VBT0	ENSMUSG00000021072
Q86XP1	ENSG00000102780	D3YXJ0	ENSMUSG00000034731
Q9Y666	ENSG00000276482; ENSG00000113504	Q9WVL3	ENSMUSG00000017756
Q86XR7	ENSG00000251201; ENSG00000243414	Q8BJQ4	ENSMUSG00000056130
P18075	ENSG00000101144	P23359	ENSMUSG00000008999
Q92576	ENSG00000118482	B2RQG2	ENSMUSG00000048874
Q16633	ENSG00000110777	Q64693	ENSMUSG00000032053
P58181	ENSG00000170683; ENSG00000273953; ENSG00000281680	K7N645	ENSMUSG00000066239
Q86TH1	ENSG00000197859	Q7TSK7	ENSMUSG00000036040
Q6ZP82	ENSG00000163492	E9Q8Q6	ENSMUSG00000044033
O00303	ENSG00000280606; ENSG00000175390	Q9DCH4	ENSMUSG00000031029
Q7Z4G1	ENSG00000188243	Q3V4B5	ENSMUSG00000075486
P31391	ENSG00000132671	P49660	ENSMUSG00000037014
O60869	ENSG00000107223	Q9JMG1	ENSMUSG00000015092
Q6ZVT0	ENSG00000162571	A4Q9F3	ENSMUSG00000029074
O75570	ENSG00000120662	Q8K126	ENSMUSG00000022022
O60296	ENSG00000115993	Q6P9N8	ENSMUSG00000026028
P26010	ENSG00000139626	P26011	ENSMUSG00000001281
Q9P107	ENSG00000089639	Q6PGG2	ENSMUSG00000036246
Q9Y6Y0	ENSG00000116679	Q920Q8	ENSMUSG00000023150
O75334	ENSG00000139220	Q8BSS9	ENSMUSG00000053825
Q14691	ENSG00000101003	Q9CZ15	ENSMUSG00000027454
Q92858	ENSG00000172238	P48985	ENSMUSG00000073043
Q96GP6	ENSG00000244486	P59222	ENSMUSG00000012017
P01891	ENSG00000229215; ENSG00000231834; ENSG00000224320; ENSG00000235657; ENSG00000206503; ENSG00000227715; ENSG00000206505; ENSG00000223980	P79568	ENSMUSG00000073409
O15085	ENSG00000132694	Q68FM7	ENSMUSG00000041977
P01138	ENSG00000134259	P01139	ENSMUSG00000027859
Q9BY14	ENSG00000131126	Q9JMI7	ENSMUSG00000062773
H7C241	ENSG00000234469	J3QNM1	ENSMUSG00000095474
Q2PZI1	ENSG00000173852	A6X919	ENSMUSG00000043067
Q14190	ENSG00000159263	Q61079	ENSMUSG00000062713
Q9H1I8	ENSG00000100325	Q91WR3	ENSMUSG00000020412
Q96Q83	ENSG00000166199	Q8K1E6	ENSMUSG00000040174
P04424	ENSG00000126522	Q91YI0	ENSMUSG00000025533
Q9Y530	ENSG00000124596	Q8R5F3	ENSMUSG00000040771
O95825	ENSG00000205758	Q921W4	ENSMUSG00000058240
Q8TBY0	ENSG00000151962	P86049	ENSMUSG00000033882
P19525	ENSG00000055332	Q03963	ENSMUSG00000024079
P48668	ENSG00000170465	Q9Z331	ENSMUSG00000023041
Q8WZ92	ENSG00000276025; ENSG00000280931; ENSG00000183303	Q8VF66	ENSMUSG00000095910
Q0D2I5	ENSG00000010295	Q8BXL9	ENSMUSG00000038271
Q9NTU7	ENSG00000054803	Q8BME9	ENSMUSG00000067578
Q9NQZ6	ENSG00000126970	Q68FG0	ENSMUSG00000035062
P56179	ENSG00000006377	P70397	ENSMUSG00000029754
O43824	ENSG00000178605	Q3U6U5	ENSMUSG00000033434
O95096	ENSG00000125820	P42586	ENSMUSG00000027434
P82909	ENSG00000278461; ENSG00000134056	Q9CQX8	ENSMUSG00000061474
Q9HBW0	ENSG00000064547	Q9JL06	ENSMUSG00000031861
P51959	ENSG00000113328	P51945	ENSMUSG00000020326
P14868	ENSG00000115866	Q922B2	ENSMUSG00000026356
Q96EP9	ENSG00000145248	Q3UEZ8	ENSMUSG00000029219
Q99909	ENSG00000165584	A2BI93	ENSMUSG00000068218
O95394	ENSG00000013375	Q9CYR6	ENSMUSG00000056131
O60481	ENSG00000156925	Q62521	ENSMUSG00000067860
P53621	ENSG00000122218	Q8CIE6	ENSMUSG00000026553
O94916	ENSG00000102908	Q9WV30	ENSMUSG00000003847
Q16671	ENSG00000135409	Q8K592	ENSMUSG00000023047
Q8IY81	ENSG00000108592	Q9DBE9	ENSMUSG00000020706
Q9NRS6	ENSG00000110025	Q91WE1	ENSMUSG00000024787
P17844	ENSG00000108654	Q61656	ENSMUSG00000020719
P30307	ENSG00000158402	P48967	ENSMUSG00000044201
Q53QV2	ENSG00000213626	Q9CX60	ENSMUSG00000024063
Q8NI51	ENSG00000124092	A2APF3	ENSMUSG00000070495
Q8NGD0	ENSG00000176299	Q8VFT4	ENSMUSG00000045306
P05129	ENSG00000126583	P63318	ENSMUSG00000078816; ENSMUSG00000097449
Q9BXL5	ENSG00000136929	Q9ERZ0	ENSMUSG00000028332
A6NHZ5	ENSG00000185028	Q3UJB3	ENSMUSG00000021579
P19429	ENSG00000129991	P48787	ENSMUSG00000035458
Q86UZ6	ENSG00000130584	Q8BID6	ENSMUSG00000027583
P48048	ENSG00000151704	O88335	ENSMUSG00000041248
Q9HBL7	ENSG00000107020	Q9D3P8	ENSMUSG00000016495
Q5BKU9	ENSG00000204237	Q9CR10	ENSMUSG00000039670
P42858	ENSG00000197386	P42859	ENSMUSG00000029104
Q96CU9	ENSG00000110074	Q3TQB2	ENSMUSG00000039048
O94919	ENSG00000149218	Q8C522	ENSMUSG00000037419
Q14515	ENSG00000152583	P70663	ENSMUSG00000029309
Q8IXT5	ENSG00000183808	Q66JV4	ENSMUSG00000052137
P15428	ENSG00000164120	Q8VCC1	ENSMUSG00000031613
P10828	ENSG00000151090	P37242	ENSMUSG00000021779
Q05C16	ENSG00000173988	A6H694	ENSMUSG00000021997
Q7LC44	ENSG00000198576	Q9WV31	ENSMUSG00000022602
O60563	ENSG00000129315	Q9QWV9	ENSMUSG00000011960
P04054	ENSG00000170890	Q9Z0Y2	ENSMUSG00000029522
Q9ULV8	ENSG00000142273	Q80XL1	ENSMUSG00000040525
Q06830	ENSG00000117450	P35700	ENSMUSG00000028691
O15460	ENSG00000072682	Q60716	ENSMUSG00000018906
O95476	ENSG00000175826	Q3TP92	ENSMUSG00000018559
Q8WWQ0	ENSG00000146247	Q8VDD9	ENSMUSG00000032253
O00233	ENSG00000110801	Q9CR00	ENSMUSG00000029440
Q9Y6J0	ENSG00000281670; ENSG00000099991	G3X8Q1	ENSMUSG00000020196
P08311	ENSG00000100448	P28293	ENSMUSG00000040314
O95388	ENSG00000104415	O54775	ENSMUSG00000005124
Q9NZU5	ENSG00000071282	Q8VEE1	ENSMUSG00000057604
Q9BS86	ENSG00000042813	Q62522	ENSMUSG00000020193
Q8WWV6	ENSG00000162897	Q2TB54	ENSMUSG00000026415
Q6UWI4	ENSG00000180730	Q8QZV2	ENSMUSG00000044461
Q13472	ENSG00000284238; ENSG00000177302	O70157	ENSMUSG00000002814
P13584	ENSG00000142973	Q64462	ENSMUSG00000028713
Q9BU40	ENSG00000101938	Q920C1	ENSMUSG00000031283
Q96P63	ENSG00000166634	Q9D7P9	ENSMUSG00000059956
Q14997	ENSG00000068878	Q5SSW2	ENSMUSG00000040850
Q9Y3X0	ENSG00000105321	Q8VC31	ENSMUSG00000041375
Q9NT62	ENSG00000144848	Q9CPX6	ENSMUSG00000022663
Q2VWA4	ENSG00000215474	A7M7C7	ENSMUSG00000091519
P11233	ENSG00000006451	P63321	ENSMUSG00000008859
O43734	ENSG00000056972	Q8N7N6	ENSMUSG00000019842
P42574	ENSG00000164305	P70677	ENSMUSG00000031628
Q9UGF5	ENSG00000236927; ENSG00000237777; ENSG00000234100; ENSG00000234195; ENSG00000204695; ENSG00000112459; ENSG00000225291	Q14AJ9	ENSMUSG00000050613
Q2TAP0	ENSG00000155265	Q9D428	ENSMUSG00000042532
P35613	ENSG00000172270	P18572	ENSMUSG00000023175
Q7Z5P9	-	Q6PZE0	-
Q9NYP3	ENSG00000159147	Q9QXP4	ENSMUSG00000022960
Q9Y5P1	ENSG00000279012	F8VPZ8	ENSMUSG00000063615
Q8N127	ENSG00000181785	Q7TR55	ENSMUSG00000075158
Q5VWJ9	ENSG00000148158	Q8CE50	ENSMUSG00000028385
Q9BX73	ENSG00000169490	Q8R0I4	ENSMUSG00000031556
Q96FX7	ENSG00000166166	Q80XC2	ENSMUSG00000060950
Q9Y5E4	ENSG00000113209	Q91XZ6	ENSMUSG00000045689
O75694	ENSG00000113569	Q99P88	ENSMUSG00000022142
P04839	ENSG00000165168	Q61093	ENSMUSG00000015340
O95218	ENSG00000132485	Q9R020	ENSMUSG00000028180
Q92538	ENSG00000107862	Q6DFZ1	ENSMUSG00000025224
O95415	ENSG00000164713	P28662	ENSMUSG00000047843
O00220	ENSG00000104689	Q9QZM4	ENSMUSG00000022074
Q8IVP5	ENSG00000069509	Q9DB70	ENSMUSG00000025040
P15622	ENSG00000196150	Q7TNU6	ENSMUSG00000054967
Q7RTV0	ENSG00000100410	P83870	ENSMUSG00000061360
Q15327	ENSG00000148677	Q9CR42	ENSMUSG00000024803
Q9UIK4	ENSG00000035664	Q8VDF3	ENSMUSG00000032380
Q9UHF1	ENSG00000172889	Q9QXT5	ENSMUSG00000026921
Q9H2A9	ENSG00000124302	Q8BQ86	ENSMUSG00000060402
P07384	ENSG00000014216	O35350	ENSMUSG00000024942
P04259	ENSG00000185479	Q9Z331	ENSMUSG00000023041
Q9H0K1	ENSG00000170145	Q8CFH6	ENSMUSG00000037112
O95391	ENSG00000164609	Q8BHJ9	ENSMUSG00000020409
P35237	ENSG00000124570	Q6P6K7	ENSMUSG00000052180
B4DS77	ENSG00000237515	Q9CZN4	ENSMUSG00000022494
A8MUK1	ENSG00000227140	Q61068	ENSMUSG00000054568
Q9BYQ8	ENSG00000212722; ENSG00000262121	B1AQ89	ENSMUSG00000078130
Q96DX7	ENSG00000166326	Q9QXA7	ENSMUSG00000027189
A6NDP7	ENSG00000185105	Q08AU7	ENSMUSG00000025141
Q8N205	ENSG00000181392	Q8CII8	ENSMUSG00000019737
Q96NJ5	ENSG00000186231	A2AJX0	ENSMUSG00000040387
P34982	ENSG00000184166	Q7TRW7	ENSMUSG00000058275
Q86SJ2	ENSG00000139211	Q80ZD9	ENSMUSG00000048218
Q52LC2	ENSG00000205464	D3Z5W0	ENSMUSG00000078958
Q9UM11	ENSG00000105325	Q9R1K5	ENSMUSG00000020235
Q99959	ENSG00000057294	Q9CQ73	ENSMUSG00000041957
Q96JM3	ENSG00000198824	Q8K327	ENSMUSG00000047710
Q14493	ENSG00000163950	P97440	ENSMUSG00000004642
O95670	ENSG00000234920; ENSG00000227587; ENSG00000206445; ENSG00000234668; ENSG00000213760; ENSG00000226850; ENSG00000230900	Q9WTT4	ENSMUSG00000024403
Q9BZL3	ENSG00000256235	Q99PE5	ENSMUSG00000038059
P29508	ENSG00000057149	Q9D1Q5	ENSMUSG00000073602
P82912	ENSG00000181991	Q9DCA2	ENSMUSG00000030611
Q9Y2H5	ENSG00000143850	Q7TQG1	ENSMUSG00000041757
Q15637	ENSG00000168066	Q64213	ENSMUSG00000106722; ENSMUSG00000024949
Q92481	ENSG00000008196	Q61313	ENSMUSG00000025927
Q2TAA5	ENSG00000253710	Q3TZM9	ENSMUSG00000063362
Q5CZ79	-	Q9D4J9	ENSMUSG00000026774
P02774	ENSG00000145321	P21614	ENSMUSG00000035540
Q9UBG3	ENSG00000143536	D3YUU6	ENSMUSG00000078657
Q9NVR5	ENSG00000165506	Q8BPI1	ENSMUSG00000020973
O43747	ENSG00000166747	P22892	ENSMUSG00000031731
Q12988	ENSG00000169271	Q9QZ57	ENSMUSG00000051456
O15405	ENSG00000103460	Q80W03	ENSMUSG00000043668
Q8N5Z0	ENSG00000109576	Q9WVM8	ENSMUSG00000057228
Q8IYR0	ENSG00000272514	Q6PE87	ENSMUSG00000028294
P59533	ENSG00000257138	Q7TQA6	ENSMUSG00000058250
O00182	ENSG00000168961	O08573	ENSMUSG00000001123
Q658L1	ENSG00000188659	Q8BQB6	ENSMUSG00000038570
Q6ZU80	ENSG00000100629	Q8BI22	ENSMUSG00000061533
Q96L58	ENSG00000176022	Q91Z92	ENSMUSG00000050796
Q9BZJ0	ENSG00000101343	P63154	ENSMUSG00000001767
Q9NXB0	ENSG00000011143	Q5SW45	ENSMUSG00000034121
O14657	ENSG00000136816	Q9ER41	ENSMUSG00000026848
P09172	ENSG00000123454	Q64237	ENSMUSG00000000889
Q9BSV6	ENSG00000278712; ENSG00000275165; ENSG00000274672; ENSG00000278605; ENSG00000273896; ENSG00000274796; ENSG00000274129; ENSG00000278622; ENSG00000170892; ENSG00000274078	Q8BMZ5	ENSMUSG00000035585
Q6S545	ENSG00000198062	Q9D4J9	ENSMUSG00000026774
P35408	ENSG00000171522	P32240	ENSMUSG00000039942
A6NCW0	ENSG00000225327	E9Q9U0	ENSMUSG00000062369
P62081	ENSG00000171863	P62082	ENSMUSG00000061477
Q9Y2K3	ENSG00000144821	E9Q264	ENSMUSG00000092009
O60494	ENSG00000107611	Q9JLB4	ENSMUSG00000026726
Q9NP71	ENSG00000009950	Q99MZ3	ENSMUSG00000005373
P50747	ENSG00000159267	Q920N2	ENSMUSG00000040820
Q96PX1	ENSG00000141576	Q3TEL6	ENSMUSG00000052949
Q96LJ8	ENSG00000162543	Q8BG34	ENSMUSG00000043621
Q6PF18	ENSG00000139714	Q8C5T4	ENSMUSG00000029477
Q6ZNF0	ENSG00000183760	Q8BX37	ENSMUSG00000037469
Q5T871	ENSG00000203784	Q9DAE3	ENSMUSG00000027927
P61981	ENSG00000170027	P61982	ENSMUSG00000051391
Q02535	ENSG00000117318; ENSG00000283060	P41133	ENSMUSG00000007872
E2QRD5	ENSG00000242498	Q9D0A3	ENSMUSG00000039043
P23510	ENSG00000117586	P43488	ENSMUSG00000026700
Q9Y2E8	ENSG00000197818	Q8R4D1	ENSMUSG00000039463
Q8NGP8	ENSG00000255012	L7MTT3	ENSMUSG00000057761
Q5JTD0	ENSG00000137221	Q9DCD5	ENSMUSG00000012296
Q14103	ENSG00000138668	Q60668	ENSMUSG00000000568
P80162	ENSG00000124875	P50228	ENSMUSG00000029371
Q3B7I2	ENSG00000146910	Q4VAB4	ENSMUSG00000044681
P47985	ENSG00000169021	Q9CR68	ENSMUSG00000038462
Q5VT25	ENSG00000143776	Q3UU96	ENSMUSG00000026490
Q9NZC7	ENSG00000186153	Q91WL8	ENSMUSG00000004637
Q8N143	ENSG00000161940	O88282	ENSMUSG00000000317
Q9UF47	ENSG00000147570	Q9CQ94	ENSMUSG00000027606
P11274	ENSG00000186716	Q6PAJ1	ENSMUSG00000009681
P09131	ENSG00000126903	P21129	ENSMUSG00000032806
Q6AHZ1	ENSG00000177853	B2RRF6	ENSMUSG00000049164
A8K0Z3	ENSG00000181404	Q8VDD8	ENSMUSG00000024101
Q9HCM2	ENSG00000221866	Q80UG2	ENSMUSG00000029765
Q9BST9	ENSG00000114993	Q8C6B2	ENSMUSG00000034930
Q8IXQ9	ENSG00000139160	Q80ZM3	ENSMUSG00000039958
Q9UN79	ENSG00000143842	Q04891	ENSMUSG00000070643
Q8IWU5	ENSG00000196562	Q8CFG0	ENSMUSG00000006800
Q96FC7	ENSG00000165443	Q8BGT8	ENSMUSG00000037747
P28300	ENSG00000113083	P28301	ENSMUSG00000024529
Q2TBF2	ENSG00000075035	D4PHA7	ENSMUSG00000063430
Q8NC69	ENSG00000168301	Q8BNL5	ENSMUSG00000021752
P36537	ENSG00000275190; ENSG00000109181	Q8R084	ENSMUSG00000035836
Q9NWF4	ENSG00000132517	Q9D8F3	ENSMUSG00000022560
Q8IUX1	ENSG00000171204	Q9D1R1	ENSMUSG00000030614
Q99958	ENSG00000176692	Q61850	ENSMUSG00000046714
P42263	ENSG00000125675	Q9Z2W9	ENSMUSG00000001986
Q86VX9	ENSG00000164077	Q6PDG8	ENSMUSG00000032583
Q96BZ8	ENSG00000105617; ENSG00000278516; ENSG00000276959; ENSG00000278426; ENSG00000275935; ENSG00000276774; ENSG00000277457; ENSG00000278257; ENSG00000276628; ENSG00000277808	Q9DB98	ENSMUSG00000078813
O00237	ENSG00000239305	Q9R1W3	ENSMUSG00000052656
Q7RTY0	ENSG00000174327	Q8CE94	ENSMUSG00000044367
Q15111	ENSG00000115896	Q3USB7	ENSMUSG00000038349
P12107	ENSG00000060718	Q61245	ENSMUSG00000027966
Q9NY27	ENSG00000163605	Q0VGB7	ENSMUSG00000052144
Q9Y467	ENSG00000165821	Q9QX96	ENSMUSG00000049532
O15432	ENSG00000136867	Q9CPU9	ENSMUSG00000066152
P61923	ENSG00000111481	P61924	ENSMUSG00000060992
Q9BTE6	ENSG00000108825; ENSG00000266967	A2A4P4	-
P62191	ENSG00000100764	P62192	ENSMUSG00000021178
O14958	ENSG00000118729	O09161	ENSMUSG00000027861
Q6ZU64	ENSG00000181378	Q3V0B4	ENSMUSG00000047021
P58173	ENSG00000124657	Q60890	ENSMUSG00000036658
Q5SR56	ENSG00000148110	Q8CIA9	ENSMUSG00000038212
Q14549	ENSG00000164900	P82976	ENSMUSG00000067724
Q6Q0C1	ENSG00000140107	Q6IS41	ENSMUSG00000048856
Q9Y5J7	ENSG00000100575	Q9WV98	ENSMUSG00000021079
P25445	ENSG00000026103	P25446	ENSMUSG00000024778
Q9Y496	ENSG00000131437	P28741	ENSMUSG00000018395
Q9NRR5	ENSG00000160803	Q99NB8	ENSMUSG00000008604
Q92837	ENSG00000165879	Q9WVA7	ENSMUSG00000070526
O95319	ENSG00000048740	Q9Z0H4	ENSMUSG00000002107
P12694	ENSG00000248098	P50136	ENSMUSG00000060376
P62899	ENSG00000071082	P62900	ENSMUSG00000073702
Q9NXK8	ENSG00000127452	Q9EPX5	ENSMUSG00000066892
Q9H0E7	ENSG00000136014	Q8C2S0	ENSMUSG00000020020
P48145	ENSG00000183729	P49681	ENSMUSG00000033774
P54760	ENSG00000196411	P54761	ENSMUSG00000029710
P01903	ENSG00000227993; ENSG00000204287; ENSG00000277263; ENSG00000230726; ENSG00000234794; ENSG00000228987; ENSG00000226260; ENSG00000206308	P01904	-
O75752	ENSG00000169255	Q920V1	ENSMUSG00000043300
P46663	ENSG00000100739	Q61125	ENSMUSG00000041347
Q8IXB3	ENSG00000184811; ENSG00000280938	Q8C838	ENSMUSG00000046275
Q9Y5J5	ENSG00000174307	Q9WV95	ENSMUSG00000041801
Q92604	ENSG00000123684	Q91YX5	ENSMUSG00000026623
A6NES4	ENSG00000185038	D3Z750	ENSMUSG00000079429
Q7L7V1	ENSG00000089876	Q8BZS9	ENSMUSG00000030986
Q49AG3	ENSG00000236287	B2RPU8	ENSMUSG00000034173
Q6ZV65	ENSG00000189157; ENSG00000272414	D3YWC7	ENSMUSG00000057068
P52952	ENSG00000183072	P42582	ENSMUSG00000015579
P56545	ENSG00000175029	P56546	ENSMUSG00000030970
Q9BYQ9	ENSG00000261968; ENSG00000204880	B1AQA9	ENSMUSG00000078262
P13598	ENSG00000108622	P35330	ENSMUSG00000001029
Q9BYQ6	ENSG00000212721; ENSG00000263229	B1AQB2	ENSMUSG00000078259
P58181	ENSG00000170683; ENSG00000273953; ENSG00000281680	Q8VFZ4	ENSMUSG00000056946
Q92835	ENSG00000168918; ENSG00000281614	Q9ES52	ENSMUSG00000026288
Q9Y5E5	ENSG00000081818	Q8CDY9	ENSMUSG00000045062
Q5CZ79	-	A5H0M4	ENSMUSG00000063932
Q5HY64	ENSG00000198173	Q14BE7	ENSMUSG00000078315
Q95604	ENSG00000233841; ENSG00000206435; ENSG00000228299; ENSG00000206452; ENSG00000237022; ENSG00000225691; ENSG00000204525	P01898	ENSMUSG00000067235
Q8ND23	ENSG00000186648	Q3UFQ8	ENSMUSG00000022211
Q99460	ENSG00000173692	Q3TXS7	ENSMUSG00000026229
Q7Z4H7	ENSG00000147874	Q6NV99	ENSMUSG00000038047
P54136	ENSG00000113643	Q9D0I9	ENSMUSG00000018848
Q9UKU7	ENSG00000151498	Q9D7B6	ENSMUSG00000031969
Q15208	ENSG00000112079	Q91VJ4	ENSMUSG00000024006
Q14CX5	ENSG00000138111	Q6PDE8	ENSMUSG00000025227
Q9GZY6	ENSG00000086730	Q9JHL0	ENSMUSG00000040751
Q96PQ5	-	Q9DCL8	ENSMUSG00000047714
Q8TCC7	ENSG00000149452	O88909	ENSMUSG00000063796
Q86TY3	ENSG00000139971	Q8BT18	ENSMUSG00000036242
Q9UPT8	ENSG00000130749	Q6ZPZ3	ENSMUSG00000059273
Q15617	ENSG00000197849	Q9EQB4	ENSMUSG00000094182
Q8IYB5	ENSG00000112305	Q91VZ6	ENSMUSG00000026155
O94927	ENSG00000249115	Q9D786	ENSMUSG00000078762
Q6ZWH5	ENSG00000163491	Q3UGM2	ENSMUSG00000042567
Q14494	ENSG00000082641	Q61985	ENSMUSG00000038615
Q9UBN4	ENSG00000133107	Q9QUQ5	ENSMUSG00000027748
Q9Y5N6	ENSG00000091651	Q9WUJ8	ENSMUSG00000031697
Q9BYQ5	ENSG00000198090	A2A4L9	ENSMUSG00000078258
Q9H2E6	ENSG00000092421	O35464	ENSMUSG00000019647
Q9UPY3	ENSG00000100697	Q8R418	ENSMUSG00000041415
Q9UI42	ENSG00000128510	Q6P8K8	ENSMUSG00000039070
Q7Z2Z2	ENSG00000140598	Q8C0D5	ENSMUSG00000038563
Q969I6	ENSG00000139209	Q8R1S9	ENSMUSG00000022464
Q92952	ENSG00000105642	Q9EQR3	ENSMUSG00000002908; ENSMUSG00000111706
P0C7I0	ENSG00000237038	Q7M764	ENSMUSG00000043073
Q8NGV0	ENSG00000174339	Q7TQT0	ENSMUSG00000108167
Q9BYK8	ENSG00000130589	A2AS03	ENSMUSG00000027580
Q76B58	ENSG00000162670	Q499E0	ENSMUSG00000035131
Q96E93	ENSG00000139187	O88713	ENSMUSG00000030114
Q6UWU4	ENSG00000198663	Q99KU6	ENSMUSG00000052712
O00587	ENSG00000100060	O09008	ENSMUSG00000018169
D6RA61	ENSG00000248933	G5E8I7	ENSMUSG00000058976
P0C617	ENSG00000272987	A2ARY1	ENSMUSG00000075203
Q9UKA4	ENSG00000023516	E9Q777	ENSMUSG00000022016
P20585	ENSG00000113318	P13705	ENSMUSG00000014850
Q9NRX2	ENSG00000158042	Q9D8P4	ENSMUSG00000030879
Q9BYC2	ENSG00000198754	Q9JJN4	ENSMUSG00000076436
Q9Y4C0	ENSG00000021645	Q6P9K9	ENSMUSG00000066392
Q9BQE3	ENSG00000167553	P68373	ENSMUSG00000043091
Q71H61	ENSG00000143195	E9Q9U5	ENSMUSG00000040612
P27539	ENSG00000223802	P20863	ENSMUSG00000087408; ENSMUSG00000109523
P09105	ENSG00000086506	Q3U0A6	ENSMUSG00000073063
P0CAP2	ENSG00000255529	Q6P6I6	ENSMUSG00000032199
Q8N684	ENSG00000149532	Q8BTV2	ENSMUSG00000034820
